age_group,scenario_name,target,target_end_date,location,value,type,quantile,model_projection_date
0-4,no_change,1 wk ahead inc death,5/15/21,Alaska,0,quantile,0.025,5/9/21
0-4,no_change,1 wk ahead inc death,5/15/21,Alaska,0,quantile,0.5,5/9/21
0-4,no_change,1 wk ahead inc death,5/15/21,Alaska,0,quantile,0.975,5/9/21
0-4,no_change,2 wk ahead inc death,5/22/21,Alaska,0,quantile,0.025,5/9/21
0-4,no_change,2 wk ahead inc death,5/22/21,Alaska,0,quantile,0.5,5/9/21
0-4,no_change,2 wk ahead inc death,5/22/21,Alaska,0,quantile,0.975,5/9/21
0-4,no_change,3 wk ahead inc death,5/29/21,Alaska,0,quantile,0.025,5/9/21
0-4,no_change,3 wk ahead inc death,5/29/21,Alaska,0,quantile,0.5,5/9/21
0-4,no_change,3 wk ahead inc death,5/29/21,Alaska,0,quantile,0.975,5/9/21
0-4,no_change,4 wk ahead inc death,6/5/21,Alaska,0,quantile,0.025,5/9/21
0-4,no_change,4 wk ahead inc death,6/5/21,Alaska,0,quantile,0.5,5/9/21
0-4,no_change,4 wk ahead inc death,6/5/21,Alaska,0,quantile,0.975,5/9/21
0-4,no_change,5 wk ahead inc death,6/12/21,Alaska,0,quantile,0.025,5/9/21
0-4,no_change,5 wk ahead inc death,6/12/21,Alaska,0,quantile,0.5,5/9/21
0-4,no_change,5 wk ahead inc death,6/12/21,Alaska,0,quantile,0.975,5/9/21
0-4,no_change,6 wk ahead inc death,6/19/21,Alaska,0,quantile,0.025,5/9/21
0-4,no_change,6 wk ahead inc death,6/19/21,Alaska,0,quantile,0.5,5/9/21
0-4,no_change,6 wk ahead inc death,6/19/21,Alaska,0,quantile,0.975,5/9/21
0-4,no_change,1 wk ahead inc death,5/15/21,Alabama,0,quantile,0.025,5/9/21
0-4,no_change,1 wk ahead inc death,5/15/21,Alabama,0,quantile,0.5,5/9/21
0-4,no_change,1 wk ahead inc death,5/15/21,Alabama,0,quantile,0.975,5/9/21
0-4,no_change,2 wk ahead inc death,5/22/21,Alabama,0,quantile,0.025,5/9/21
0-4,no_change,2 wk ahead inc death,5/22/21,Alabama,0,quantile,0.5,5/9/21
0-4,no_change,2 wk ahead inc death,5/22/21,Alabama,0,quantile,0.975,5/9/21
0-4,no_change,3 wk ahead inc death,5/29/21,Alabama,0,quantile,0.025,5/9/21
0-4,no_change,3 wk ahead inc death,5/29/21,Alabama,0,quantile,0.5,5/9/21
0-4,no_change,3 wk ahead inc death,5/29/21,Alabama,0,quantile,0.975,5/9/21
