county,id,date,2.5pctl,25pctl,50pctl,75pctl,97.5pctl
Kings County NY,36047,04/05/20,457,619,694,748,815
Queens County NY,36081,04/05/20,-197,-20,75,143,257
New York County NY,36061,04/05/20,2196,2474,2568,2637,2745
Bronx County NY,36005,04/05/20,562,718,764,812,861
Richmond County NY,36085,04/05/20,148,208,243,269,312
Westchester County NY,36119,04/05/20,-90,224,354,459,606
Bergen County NJ,34003,04/05/20,286,394,435,462,509
Hudson County NJ,34017,04/05/20,105,159,183,203,229
Passaic County NJ,34031,04/05/20,163,206,223,237,248
Putnam County NY,36079,04/05/20,2,25,44,45,45
Rockland County NY,36087,04/05/20,-15,32,52,69,78
Kings County NY,36047,04/06/20,434,608,687,745,814
Queens County NY,36081,04/06/20,-256,-62,44,120,244
New York County NY,36061,04/06/20,2154,2457,2554,2626,2743
Bronx County NY,36005,04/06/20,555,719,765,813,862
Richmond County NY,36085,04/06/20,133,200,236,264,310
Westchester County NY,36119,04/06/20,-82,233,363,465,609
Bergen County NJ,34003,04/06/20,269,384,428,457,506
Hudson County NJ,34017,04/06/20,95,153,178,200,228
Passaic County NJ,34031,04/06/20,157,203,220,235,248
Putnam County NY,36079,04/06/20,0,24,44,45,45
Rockland County NY,36087,04/06/20,-18,32,52,69,78
Kings County NY,36047,04/07/20,401,594,679,740,813
Queens County NY,36081,04/07/20,-325,-106,11,93,228
New York County NY,36061,04/07/20,2108,2439,2539,2616,2741
Bronx County NY,36005,04/07/20,549,719,766,814,863
Richmond County NY,36085,04/07/20,117,191,229,260,307
Westchester County NY,36119,04/07/20,-68,243,373,473,611
Bergen County NJ,34003,04/07/20,248,374,420,452,504
Hudson County NJ,34017,04/07/20,83,148,174,197,227
Passaic County NJ,34031,04/07/20,151,199,217,233,248
Putnam County NY,36079,04/07/20,-2,24,44,45,45
Rockland County NY,36087,04/07/20,-23,32,52,68,78
Kings County NY,36047,04/08/20,363,576,670,735,813
Queens County NY,36081,04/08/20,-426,-161,-28,66,212
New York County NY,36061,04/08/20,2063,2415,2522,2606,2738
Bronx County NY,36005,04/08/20,540,719,768,815,864
Richmond County NY,36085,04/08/20,99,183,222,255,305
Westchester County NY,36119,04/08/20,-58,250,385,481,614
Bergen County NJ,34003,04/08/20,222,363,412,446,502
Hudson County NJ,34017,04/08/20,69,142,170,194,227
Passaic County NJ,34031,04/08/20,143,195,213,231,247
Putnam County NY,36079,04/08/20,-7,23,44,45,45
Rockland County NY,36087,04/08/20,-29,30,51,67,78
Kings County NY,36047,04/09/20,318,557,659,731,812
Queens County NY,36081,04/09/20,-523,-217,-68,38,195
New York County NY,36061,04/09/20,1997,2390,2504,2596,2735
Bronx County NY,36005,04/09/20,528,720,769,816,864
Richmond County NY,36085,04/09/20,76,172,216,250,302
Westchester County NY,36119,04/09/20,-48,258,396,491,616
Bergen County NJ,34003,04/09/20,198,353,404,442,499
Hudson County NJ,34017,04/09/20,57,135,165,191,226
Passaic County NJ,34031,04/09/20,134,190,209,229,247
Putnam County NY,36079,04/09/20,-11,22,43,45,45
Rockland County NY,36087,04/09/20,-34,28,51,67,78
Kings County NY,36047,04/10/20,259,535,647,726,811
Queens County NY,36081,04/10/20,-629,-280,-112,6,181
New York County NY,36061,04/10/20,1913,2364,2485,2584,2734
Bronx County NY,36005,04/10/20,515,719,770,817,864
Richmond County NY,36085,04/10/20,55,160,209,244,300
Westchester County NY,36119,04/10/20,-52,270,409,498,619
Bergen County NJ,34003,04/10/20,161,339,395,436,498
Hudson County NJ,34017,04/10/20,43,127,160,188,225
Passaic County NJ,34031,04/10/20,124,185,206,226,246
Putnam County NY,36079,04/10/20,-15,22,42,45,45
Rockland County NY,36087,04/10/20,-42,26,49,67,78
Kings County NY,36047,04/11/20,196,510,632,719,809
Queens County NY,36081,04/11/20,-746,-354,-159,-26,160
New York County NY,36061,04/11/20,1820,2332,2464,2572,2731
Bronx County NY,36005,04/11/20,496,716,769,818,865
Richmond County NY,36085,04/11/20,26,147,200,238,297
Westchester County NY,36119,04/11/20,-54,278,419,506,623
Bergen County NJ,34003,04/11/20,128,324,385,430,495
Hudson County NJ,34017,04/11/20,22,120,155,185,224
Passaic County NJ,34031,04/11/20,115,180,202,223,245
Putnam County NY,36079,04/11/20,-20,21,41,45,45
Rockland County NY,36087,04/11/20,-48,23,48,66,78
Kings County NY,36047,04/12/20,117,480,617,710,806
