county,id,day_to_overload
Kings County NY,36047,7
Queens County NY,36081,0
New York County NY,36061,11
Bronx County NY,36005,13
Richmond County NY,36085,3
Westchester County NY,36119,0
Bergen County NJ,34003,4
Hudson County NJ,34017,6
Passaic County NJ,34031,9
Putnam County NY,36079,9
Rockland County NY,36087,6
