Fips_code,Days Until HealthCare Overwhelmed
01001,17
01003,28
01005,24
01007,8
01009,25
01011,17
01013,NA
01015,26
01017,NA
01019,8
01021,26
01023,15
01025,12
01027,NA
01029,15
01031,NA
01033,NA
01035,19
01037,12
01039,NA
01041,12
01043,24
01045,24
01047,NA
01049,28
01051,14
01053,NA
01055,NA
01057,NA
01059,NA
01061,NA
01063,NA
01065,11
01067,15
01069,NA
01071,NA
01073,NA
01075,34
01077,NA
01079,NA
01081,29
01083,19
01085,12
01087,9
01089,NA
01091,NA
01093,NA
01095,NA
01097,NA
01099,NA
01101,NA
01103,NA
01105,NA
01107,29
01109,NA
01111,5
01113,28
01115,13
01117,24
01119,13
01121,27
01123,23
01125,NA
01127,30
01129,22
01131,14
01133,NA
02013,NA
02016,NA
02020,NA
02050,27
02060,NA
02068,NA
02070,NA
02090,27
02100,NA
02105,NA
02110,NA
02122,NA
02130,NA
02150,15
02158,NA
02164,NA
02170,NA
02180,NA
02185,NA
02188,NA
02195,NA
02198,NA
02220,NA
02230,NA
02240,NA
02261,NA
02275,NA
02282,NA
02290,NA
04001,1
04003,22
04005,NA
04007,NA
04009,33
04011,NA
04012,NA
04013,NA
04015,NA
04017,19
04019,NA
04021,16
04023,14
04025,NA
04027,NA
05001,9
05003,NA
05005,NA
05007,25
05009,NA
05011,NA
05013,NA
05015,14
05017,14
05019,29
05021,18
05023,7
05025,19
05027,NA
05029,8
05031,NA
05033,26
05035,1
05037,10
05039,NA
05041,15
05043,32
05045,22
05047,18
05049,21
05051,NA
05053,14
05055,26
05057,NA
05059,NA
05061,NA
05063,NA
05065,15
05067,12
05069,NA
05071,NA
05073,NA
05075,12
05077,14
05079,14
05081,13
05083,19
05085,1
05087,18
05089,22
05091,7
05093,NA
05095,28
05097,NA
05099,17
05101,NA
05103,NA
05105,19
05107,NA
05109,18
05111,3
05113,NA
05115,25
05117,22
05119,NA
05121,NA
05123,NA
05125,16
05127,NA
05129,NA
05131,NA
05133,13
05135,12
05137,16
05139,NA
05141,14
05143,26
05145,25
05147,NA
05149,15
06001,NA
06003,NA
06005,NA
06007,NA
06009,NA
06011,26
06013,NA
06015,NA
06017,NA
06019,NA
06021,17
06023,NA
06025,NA
06027,NA
06029,27
06031,NA
06033,NA
06035,21
06037,NA
06039,NA
06041,NA
06043,14
06045,NA
06047,35
06049,NA
06051,NA
06053,NA
06055,NA
06057,NA
06059,NA
06061,NA
06063,34
06065,NA
06067,NA
06069,33
06071,NA
06073,NA
06075,NA
06077,NA
06079,NA
06081,NA
06083,NA
06085,NA
06087,24
06089,NA
06091,NA
06093,NA
06095,NA
06097,NA
06099,33
06101,1
06103,NA
06105,NA
06107,NA
06109,NA
06111,NA
06113,14
06115,NA
08001,NA
08003,NA
08005,NA
08007,29
08009,NA
08011,NA
08013,NA
08014,NA
08015,21
08017,NA
08019,26
08021,NA
08023,NA
08025,NA
08027,NA
08029,NA
08031,NA
08033,NA
08035,NA
08037,3
08039,5
08041,NA
08043,31
08045,NA
08047,NA
08049,12
08051,10
08053,NA
08055,NA
08057,NA
08059,NA
08061,NA
08063,NA
08065,19
08067,NA
08069,NA
08071,14
08073,NA
08075,NA
08077,NA
08079,NA
08081,NA
08083,NA
08085,NA
08087,NA
08089,36
08091,NA
08093,10
08095,NA
08097,11
08099,NA
08101,NA
08103,NA
08105,26
08107,22
08109,NA
08111,NA
08113,5
08115,NA
08117,13
08119,15
08121,NA
08123,20
08125,NA
09001,NA
09003,NA
09005,23
09007,NA
09009,NA
09011,NA
09013,25
09015,21
10001,NA
10003,NA
10005,20
11001,NA
12001,NA
12003,18
12005,NA
12007,19
12009,28
12011,NA
12013,17
12015,NA
12017,NA
12019,NA
12021,29
12023,NA
12027,NA
12029,NA
12031,NA
12033,NA
12035,27
12037,NA
12039,5
12041,NA
12043,NA
12045,20
12047,NA
12049,14
12051,15
12053,NA
12055,NA
12057,NA
12059,27
12061,NA
12063,NA
12065,19
12067,NA
12069,NA
12071,25
12073,20
12075,12
12077,NA
12079,15
12081,NA
12083,NA
12085,NA
12086,NA
12087,23
12089,21
12091,NA
12093,32
12095,NA
12097,19
12099,NA
12101,NA
12103,NA
12105,22
12107,NA
12109,25
12111,32
12113,21
12115,NA
12117,13
12119,5
12121,13
12123,NA
12125,23
12127,NA
12129,8
12131,NA
12133,16
13001,NA
13003,NA
13005,NA
13007,NA
13009,NA
13011,13
13013,12
13015,NA
13017,NA
13019,16
13021,NA
13023,26
13025,NA
13027,24
13029,12
13031,NA
13033,9
13035,3
13037,NA
13039,40
13043,NA
13045,31
13047,1
13049,NA
13051,NA
13053,NA
13055,11
13057,9
13059,NA
13061,NA
13063,NA
13065,NA
13067,32
13069,NA
13071,NA
13073,1
13075,16
13077,NA
13079,NA
13081,NA
13083,NA
13085,4
13087,NA
13089,NA
13091,NA
13093,26
13095,NA
13097,11
13099,19
13101,NA
13103,8
13105,NA
13107,NA
13109,NA
13111,NA
13113,NA
13115,NA
13117,21
13119,NA
13121,NA
13123,12
13125,NA
13127,NA
13129,NA
13131,NA
13133,9
13135,9
13137,NA
13139,NA
13141,17
13143,6
13145,7
13147,14
13149,19
13151,NA
13153,NA
13155,NA
13157,1
13159,10
13161,NA
13163,13
13165,NA
13167,23
13169,9
13171,5
13173,24
13175,NA
13177,10
