county,id,date,2.5pctl,25pctl,50pctl,75pctl,97.5pctl
Kings County NY,36047,04/09/20,641,796,819,836,861
Queens County NY,36081,04/09/20,111,226,270,308,371
New York County NY,36061,04/09/20,2555,2731,2769,2808,2847
Bronx County NY,36005,04/09/20,783,866,879,885,898
Richmond County NY,36085,04/09/20,254,289,303,312,329
Westchester County NY,36119,04/09/20,445,588,623,644,659
Bergen County NJ,34003,04/09/20,440,486,502,520,534
Hudson County NJ,34017,04/09/20,181,209,220,227,236
Passaic County NJ,34031,04/09/20,213,226,237,237,248
Putnam County NY,36079,04/09/20,34,43,40,45,45
Rockland County NY,36087,04/09/20,45,63,71,79,78
Kings County NY,36047,04/10/20,628,796,819,836,860
Queens County NY,36081,04/10/20,85,209,261,302,370
New York County NY,36061,04/10/20,2538,2725,2767,2807,2846
Bronx County NY,36005,04/10/20,777,868,880,887,899
Richmond County NY,36085,04/10/20,249,286,302,311,328
Westchester County NY,36119,04/10/20,434,594,628,649,661
Bergen County NJ,34003,04/10/20,436,483,501,520,534
Hudson County NJ,34017,04/10/20,179,207,219,226,236
Passaic County NJ,34031,04/10/20,208,224,236,237,248
Putnam County NY,36079,04/10/20,34,44,40,45,45
Rockland County NY,36087,04/10/20,43,63,71,79,78
Kings County NY,36047,04/11/20,619,792,818,835,859
Queens County NY,36081,04/11/20,56,197,254,296,369
New York County NY,36061,04/11/20,2507,2718,2763,2806,2845
Bronx County NY,36005,04/11/20,772,868,881,887,899
Richmond County NY,36085,04/11/20,242,283,301,310,328
Westchester County NY,36119,04/11/20,434,597,633,652,663
Bergen County NJ,34003,04/11/20,430,481,500,520,534
Hudson County NJ,34017,04/11/20,179,206,218,225,236
Passaic County NJ,34031,04/11/20,207,222,234,237,248
Putnam County NY,36079,04/11/20,32,45,40,45,45
Rockland County NY,36087,04/11/20,41,63,71,79,78
Kings County NY,36047,04/12/20,602,788,816,833,858
Queens County NY,36081,04/12/20,14,183,244,289,369
New York County NY,36061,04/12/20,2489,2709,2757,2804,2844
Bronx County NY,36005,04/12/20,764,868,880,887,899
Richmond County NY,36085,04/12/20,231,280,300,309,329
Westchester County NY,36119,04/12/20,420,599,635,655,665
Bergen County NJ,34003,04/12/20,421,478,499,520,534
Hudson County NJ,34017,04/12/20,174,203,216,224,236
Passaic County NJ,34031,04/12/20,204,221,234,237,248
Putnam County NY,36079,04/12/20,31,45,40,45,45
Rockland County NY,36087,04/12/20,40,62,71,80,78
Kings County NY,36047,04/13/20,579,784,814,831,857
Queens County NY,36081,04/13/20,-41,162,233,283,366
New York County NY,36061,04/13/20,2464,2699,2752,2800,2842
Bronx County NY,36005,04/13/20,749,867,880,887,898
Richmond County NY,36085,04/13/20,216,277,299,309,328
Westchester County NY,36119,04/13/20,401,600,636,657,668
Bergen County NJ,34003,04/13/20,415,475,497,519,534
Hudson County NJ,34017,04/13/20,165,199,214,223,235
Passaic County NJ,34031,04/13/20,200,219,233,236,248
Putnam County NY,36079,04/13/20,32,45,40,45,45
Rockland County NY,36087,04/13/20,36,61,70,79,78
Kings County NY,36047,04/14/20,560,776,810,828,856
Queens County NY,36081,04/14/20,-98,148,222,277,363
New York County NY,36061,04/14/20,2437,2690,2746,2796,2841
Bronx County NY,36005,04/14/20,740,866,880,887,898
Richmond County NY,36085,04/14/20,207,274,297,308,327
Westchester County NY,36119,04/14/20,387,599,637,659,669
Bergen County NJ,34003,04/14/20,404,471,495,517,533
Hudson County NJ,34017,04/14/20,160,197,212,222,235
Passaic County NJ,34031,04/14/20,198,217,232,235,248
Putnam County NY,36079,04/14/20,31,45,40,45,45
