fips,Scenario_1_sum,Scenario_1_diff,Scenario_2_sum,Scenario_2_diff,Scenario_3_sum,Scenario_3_diff
01001,69,-7,71,-6,68,-7
01003,241,-17,254,-14,239,-16
01005,10,-1,10,-1,10,-1
01007,15,-2,15,-2,14,-2
01009,122,-7,131,-5,121,-6
01011,0,0,0,0,0,0
01013,11,-2,11,-2,11,-2
01015,329,-10,345,-7,327,-10
01017,15,-2,20,-2,17,-2
01019,38,-2,41,-1,41,-2
01021,221,-3,235,-2,222,-4
01023,38,-4,40,-3,40,-3
01025,16,-2,20,-2,18,-2
01027,4,-1,5,-1,4,-1
01029,4,-1,4,-1,4,-1
01031,21,-3,20,-3,21,-3
01033,79,-6,84,-5,77,-5
01035,0,0,0,0,0,0
01037,50,1,48,1,53,2
01039,21,-5,22,-5,21,-5
01041,4,-1,5,-1,4,-1
01043,117,-8,121,-8,119,-8
01045,43,-6,43,-6,42,-6
01047,33,-5,33,-5,34,-5
01049,93,-7,96,-7,92,-7
01051,39,-6,40,-6,41,-6
01053,15,-2,15,-2,15,-2
01055,121,-17,121,-17,121,-17
01057,921,28,950,31,947,33
01059,27,-4,29,-4,27,-4
01061,40,-3,41,-3,41,-3
01063,17,-3,21,-3,18,-3
01065,57,-5,60,-5,59,-5
01067,7,-1,7,-1,7,-1
01069,143,-10,157,-7,142,-9
01071,49,-6,49,-5,51,-5
01073,437,-44,455,-41,441,-44
01075,84,-1,89,0,90,-1
01077,152,-12,161,-10,153,-12
01079,54,-4,57,-3,54,-4
01081,83,-10,83,-10,82,-10
01083,172,-12,187,-10,175,-12
01085,2,-1,2,-1,2,-1
01087,5,-1,5,-1,5,-1
01089,671,-49,707,-44,673,-50
01091,134,-15,138,-15,135,-15
01093,53,-3,57,-2,50,-3
01095,44,-8,43,-8,43,-8
01097,1440,-12,1533,2,1460,-10
01099,6,-1,6,-1,6,-1
01101,185,-15,198,-13,192,-15
01103,230,-17,251,-14,231,-17
01105,24,-3,25,-3,23,-3
