fips,Scenario_1_sum,Scenario_1_diff,Scenario_2_sum,Scenario_2_diff,Scenario_3_sum,Scenario_3_diff
01001,371,-2,376,-1,360,-2
01003,1713,6,1792,11,1730,9
01005,244,-4,250,-2,244,-3
01007,279,-2,299,1,280,-3
01009,401,-2,410,-1,392,-3
01011,40,-1,43,0,42,-1
01013,162,-4,163,-3,161,-4
01015,938,-4,950,-5,929,-8
01017,208,-4,218,-3,212,-3
01019,165,-4,174,-3,168,-3
01021,383,8,383,6,386,8
01023,0,0,0,0,0,0
01025,73,-3,76,-2,71,-3
01027,235,3,243,4,239,4
01029,33,-1,35,-1,32,-1
01031,329,-9,347,-7,334,-8
01033,775,-10,803,-6,774,-9
01035,42,-2,47,-1,44,-2
01037,138,5,129,3,135,6
01039,153,-2,163,-2,160,-3
01041,68,-2,69,-1,70,-2
01043,992,-2,1029,2,988,-1
01045,453,-6,459,-4,450,-6
01047,230,-1,240,1,230,-1
01049,1621,51,1619,48,1612,50
01051,748,-5,773,-2,744,-4
01053,188,-6,200,-4,191,-5
01055,705,-1,733,2,704,-1
01057,107,-1,110,-2,109,-2
01059,311,-2,326,0,315,-2
01061,167,-2,172,-1,168,0
01063,0,0,0,0,0,0
01065,67,0,68,0,64,0
01067,138,-1,141,-1,134,-2
01069,854,0,885,4,856,0
01071,542,3,563,6,538,2
01073,5750,-2,5932,23,5790,-3
01075,97,-3,102,-2,95,-3
01077,1251,3,1282,9,1260,0
01079,396,3,404,4,397,2
01081,1526,21,1517,16,1529,27
01083,1179,-2,1231,9,1182,1
01085,28,0,31,1,26,0
01087,147,0,147,1,142,-1
01089,3325,-27,3437,-9,3320,-30
01091,35,-2,34,-2,36,-2
01093,296,1,297,1,292,1
01095,2320,88,2285,69,2317,86
01097,2619,-17,2687,-6,2635,-13
01099,190,0,193,0,192,1
01101,1585,-8,1635,2,1570,-11
01103,1788,-5,1870,8,1791,1
01105,41,-1,43,0,43,0
01107,185,-2,193,0,186,-2
01109,335,-5,347,-2,336,-6
01111,499,17,500,16,493,16
01113,356,1,365,3,358,2
01115,1016,14,1019,8,1023,13
01117,2163,31,2169,26,2179,34
01119,50,-1,53,-1,56,-1
01121,56,-1,57,-1,57,-1
01123,21,0,20,0,21,0
01125,2007,11,2072,18,2017,12
01127,885,-12,915,-10,883,-11
01129,37,-2,45,-1,41,-2
01131,61,-2,66,-1,62,-2
01133,183,-5,194,-3,189,-5
02013,0,0,0,0,0,0
02016,0,0,0,0,0,0
02020,1200,-29,1262,-19,1191,-29
02050,305,-11,320,-9,302,-12
02060,0,0,0,0,0,0
02068,37,-3,37,-2,37,-3
02070,12,-1,14,0,8,-1
02090,413,-12,434,-6,417,-10
02100,0,0,0,0,0,0
02105,0,0,0,0,0,0
02110,138,-6,150,-4,140,-6
02122,436,-14,452,-10,433,-14
02130,9,-1,15,0,10,-1
02150,24,-1,23,-1,23,-1
02158,60,-1,64,0,57,-1
02164,0,0,0,0,0,0
02170,533,-12,548,-11,528,-12
02180,83,-2,92,-2,83,-3
02185,15,-2,20,-2,15,-2
02188,0,0,0,0,0,0
02195,0,0,0,0,0,0
02198,8,-1,8,-1,8,-1
02220,31,-3,32,-2,33,-2
02230,0,0,0,0,0,0
