fips,Scenario_1_sum,Scenario_1_diff,Scenario_2_sum,Scenario_2_diff,Scenario_3_sum,Scenario_3_diff
01001,195,-2,188,-2,194,-1
01003,301,-13,301,-14,299,-14
01005,22,-1,22,-1,22,-1
01007,22,-1,22,-1,22,-1
01009,100,-5,98,-6,105,-6
01011,0,0,1,0,1,0
01013,31,-2,31,-2,31,-2
01015,130,-12,131,-11,129,-12
01017,61,-3,59,-3,62,-3
01019,52,-4,50,-4,52,-4
01021,41,-2,36,-3,40,-3
01023,0,0,0,0,0,0
01025,18,-3,18,-3,18,-3
01027,45,-1,48,-1,52,0
01029,1,0,1,0,1,1
01031,40,-3,39,-3,41,-3
01033,156,-3,158,-3,152,-3
01035,2,-1,2,-1,2,-1
01037,15,-2,16,-2,15,-2
01039,34,-2,35,-2,34,-1
01041,50,-1,53,-1,49,-1
01043,94,-8,95,-9,94,-8
01045,57,-3,58,-3,56,-3
01047,45,-3,45,-3,44,-3
01049,94,-3,89,-4,93,-3
01051,306,-1,297,-2,310,1
01053,23,-3,24,-3,25,-2
01055,225,-3,220,-3,230,-1
01057,23,-2,21,-2,23,-2
01059,30,-3,31,-2,29,-3
01061,42,0,38,-1,42,1
01063,0,0,0,0,0,0
01065,57,-2,54,-2,58,-1
01067,2,-1,1,-1,1,-1
01069,193,-2,181,-3,197,-2
01071,96,-5,96,-5,96,-5
01073,1252,-39,1250,-45,1280,-38
01075,21,0,20,0,21,0
01077,120,-6,119,-6,119,-5
01079,28,-3,28,-3,30,-2
01081,273,-9,269,-11,275,-10
01083,177,-4,176,-4,175,-5
01085,13,-1,16,-1,16,-1
01087,27,-1,27,-1,28,-1
01089,654,-31,651,-30,663,-28
01091,7,-1,7,-1,6,-1
01093,62,-4,56,-5,60,-4
01095,201,-1,192,-2,206,1
01097,736,-10,701,-18,738,-9
01099,30,-2,28,-3,28,-2
01101,616,-23,615,-26,625,-22
01103,363,-7,370,-5,374,-4
01105,17,0,19,0,18,-1
01107,11,-2,13,-2,14,-2
01109,33,-1,33,-1,34,-1
01111,36,-2,40,-2,38,-1
01113,125,-1,121,-3,126,-2
01115,246,-5,232,-8,257,-2
01117,507,-6,503,-9,523,-3
01119,0,0,0,0,0,0
01121,13,-1,13,-1,13,-1
01123,0,0,0,0,0,0
01125,334,-19,328,-19,334,-18
01127,148,-3,146,-4,155,-2
01129,0,0,0,0,0,0
01131,11,0,14,0,14,-1
01133,39,-5,41,-4,43,-4
02013,0,0,0,0,0,0
02016,0,0,0,0,0,0
02020,570,14,562,10,591,21
02050,53,-2,52,-2,54,-2
02060,0,0,0,0,0,0
02068,0,0,0,0,0,0
02070,0,0,0,0,0,0
02090,61,0,63,0,60,0
02100,0,0,0,0,0,0
02105,0,0,0,0,0,0
02110,8,-1,11,-1,7,-1
02122,34,-2,39,-2,37,-1
02130,0,0,0,0,0,0
02150,1,0,3,0,2,0
02158,0,0,0,0,0,0
02164,0,0,0,0,0,0
02170,124,0,120,-1,125,0
02180,0,0,0,0,0,0
02185,0,0,0,0,0,0
02188,2,-1,2,-1,2,-1
02195,0,0,0,0,0,0
02198,0,0,0,0,0,0
02220,5,0,11,1,5,0
02230,0,0,0,0,0,0
02240,0,0,0,0,0,0
02261,0,0,0,0,0,0
02275,0,0,0,0,0,0
02282,0,0,0,0,0,0
02290,0,0,0,0,0,0
04001,357,-12,364,-9,358,-11
04003,311,-15,327,-12,312,-14
04005,159,-10,160,-10,163,-10
04007,75,-6,77,-6,76,-6
04009,44,-4,43,-4,45,-4
04011,19,-2,19,-2,21,-1
04012,11,-1,13,-1,8,-1
04013,7210,-293,7353,-271,7298,-276
04015,403,-10,418,-10,414,-11
04017,156,-15,165,-14,158,-15
04019,2058,-99,2129,-87,2099,-91
04021,652,-52,681,-46,649,-52
04023,273,3,273,1,286,3
04025,638,-20,651,-17,647,-17
04027,619,-11,622,-13,632,-10
05001,91,1,86,0,89,2
05003,99,3,95,2,102,3
05005,126,2,128,1,126,2
05007,697,0,682,-3,709,5
05009,141,1,145,1,147,1
05011,23,0,23,0,22,0
05013,0,0,0,0,0,0
05015,75,2,70,1,71,1
05017,10,0,8,0,13,0
05019,88,3,89,2,94,3
05021,110,1,113,1,116,1
05023,161,2,162,1,166,3
05025,14,1,18,1,18,1
05027,86,2,85,1,86,2
05029,40,0,38,0,41,1
05031,1073,41,1008,18,1121,42
05033,274,8,266,6,281,9
05035,316,9,300,5,319,9
05037,53,1,49,0,55,1
05039,0,0,0,0,0,0
05041,57,1,56,1,64,3
05043,44,0,42,0,45,1
05045,779,19,764,15,796,25
05047,66,0,63,0,66,1
05049,23,1,21,0,25,1
05051,282,4,277,2,295,7
05053,84,3,77,2,85,3
05055,408,13,391,10,409,13
05057,134,4,129,3,140,5
05059,98,0,95,-1,97,0
05061,108,2,103,2,109,3
05063,122,0,123,0,127,0
05065,26,0,26,0,28,0
05067,115,0,115,0,117,0
05069,221,6,215,3,232,7
05071,120,1,121,0,125,1
05073,0,0,0,0,0,0
05075,142,6,127,3,143,8
05077,6,1,2,0,6,1
05079,21,0,21,0,19,0
05081,30,1,31,1,30,1
05083,45,-1,47,-1,47,0
05085,170,1,171,1,175,1
05087,31,-1,30,-1,30,-1
05089,20,0,21,0,19,0
05091,85,-1,88,-1,87,-1
05093,190,3,196,3,194,1
05095,7,1,16,1,14,1
05097,0,0,0,0,0,0
05099,21,0,21,0,21,0
05101,20,1,19,1,19,1
05103,45,-1,44,-2,45,-1
05105,18,-1,20,0,20,0
05107,30,-1,31,0,27,-1
05109,1,0,0,0,0,0
05111,1,0,2,0,0,0
05113,5,0,8,0,4,0
05115,286,8,278,5,290,7
05117,25,1,24,0,28,1
05119,1570,12,1578,6,1606,19
05121,25,0,26,1,28,0
05123,31,-1,31,0,28,-1
05125,455,8,454,5,473,11
05127,0,0,0,0,0,0
05129,32,0,39,1,36,0
05131,420,1,420,0,440,3
05133,99,3,91,2,96,3
05135,73,0,74,0,73,0
05137,28,-1,28,-1,29,-1
05139,84,0,81,0,84,1
05141,37,0,32,-1,37,0
05143,871,7,861,4,902,11
05145,377,2,378,-1,388,3
05147,22,-1,22,-1,22,-1
05149,46,1,46,0,50,1
06001,4912,-140,5102,-110,4974,-129
06003,0,0,0,0,0,0
06005,85,-2,88,-2,84,-2
06007,393,0,397,0,396,0
