fips,Scenario_1_sum,Scenario_1_diff,Scenario_2_sum,Scenario_2_diff,Scenario_3_sum,Scenario_3_diff
01001,373,0,385,1,368,-2
01003,1369,-10,1417,-9,1374,-10
01005,241,0,249,1,239,0
01007,202,-2,212,0,197,-2
01009,537,9,537,7,530,7
01011,24,-1,24,-1,24,-1
01013,186,-3,200,-1,186,-3
01015,1822,69,1753,49,1831,79
01017,222,-3,234,-2,223,-3
01019,199,0,205,1,196,-1
01021,255,3,247,1,252,3
01023,0,0,0,0,0,0
01025,113,-3,115,-2,113,-3
01027,79,-1,86,0,84,0
01029,64,0,64,0,61,0
01031,386,-10,407,-8,386,-11
01033,828,-1,860,4,823,1
01035,57,-1,60,0,57,-1
01037,54,-2,60,-2,55,-2
01039,220,-2,222,-1,217,-2
01041,73,-2,77,-1,69,-2
01043,994,8,1034,12,1002,7
01045,468,-4,485,0,466,-4
01047,200,-3,213,0,201,-3
01049,491,1,500,2,493,2
01051,781,2,816,6,788,2
01053,219,-5,229,-3,218,-6
01055,896,13,924,14,901,13
01057,139,-1,135,-1,137,-1
01059,257,-1,272,1,256,-1
01061,238,2,235,0,228,0
01063,0,0,0,0,0,0
01065,56,-1,58,-1,56,0
01067,120,-3,129,-3,122,-3
01069,705,-10,742,-5,703,-9
01071,424,1,442,4,427,3
01073,4953,-56,5138,-39,4941,-58
01075,100,-2,105,-2,98,-2
01077,950,2,976,6,948,0
01079,264,0,281,1,264,0
01081,1230,11,1210,4,1230,9
01083,915,7,938,6,911,4
01085,16,0,19,0,18,0
01087,123,-1,124,0,123,0
01089,3661,11,3795,28,3655,5
01091,62,-2,62,-1,62,-2
01093,294,3,296,3,294,3
01095,734,10,757,10,746,10
01097,3343,24,3440,37,3350,21
01099,226,6,227,5,230,6
01101,1345,-23,1414,-13,1347,-23
01103,1490,4,1566,15,1505,5
01105,24,-1,23,-1,23,-1
01107,141,-1,148,1,139,0
01109,363,3,385,7,357,1
01111,61,0,61,-1,60,0
01113,314,-2,320,-2,311,-1
01115,1109,24,1091,17,1107,22
01117,1739,8,1761,10,1749,9
01119,76,0,75,0,77,0
01121,62,0,61,-1,62,0
01123,15,-1,15,-1,15,-1
01125,1673,1,1711,6,1673,5
01127,1157,10,1199,17,1165,9
01129,67,0,72,1,67,0
01131,55,-1,59,-1,51,-2
01133,271,0,280,2,270,-1
02013,0,0,0,0,0,0
02016,0,0,0,0,0,0
02020,1215,-60,1279,-48,1221,-57
02050,341,-9,352,-8,331,-10
02060,0,0,0,0,0,0
02068,52,-4,57,-4,52,-4
02070,11,-1,12,-1,10,-1
02090,438,-15,459,-11,435,-15
02100,8,-1,9,0,11,-1
02105,0,0,0,0,0,0
02110,137,-7,148,-6,141,-7
02122,491,-16,515,-13,493,-16
02130,18,-2,21,-1,20,-2
02150,37,-3,38,-3,38,-3
02158,57,-1,62,0,56,-1
02164,0,0,0,0,0,0
02170,608,-18,642,-14,611,-19
02180,72,-3,74,-2,72,-3
02185,32,-3,32,-2,31,-3
02188,7,-1,6,-1,7,-1
02195,0,0,0,0,0,0
02198,10,-1,13,0,13,-1
02220,55,-3,58,-2,57,-2
02230,0,0,0,0,0,0
02240,22,-1,22,-1,19,-2
02261,0,0,0,0,0,0
02275,0,0,0,0,0,0
02282,0,0,0,0,0,0
02290,0,0,0,0,0,0
04001,1011,-4,1047,-2,1018,-4
04003,455,-19,488,-13,457,-18
04005,486,-13,515,-8,478,-13
04007,433,-18,452,-16,433,-19
04009,415,-4,428,-3,407,-6
04011,50,0,45,-1,48,0
04012,40,-2,44,-2,39,-2
04013,17736,-340,18426,-228,17732,-338
04015,773,-26,829,-15,783,-24
04017,520,-26,554,-19,521,-26
04019,4936,-71,5081,-45,4897,-74
04021,1760,-81,1890,-63,1757,-82
04023,289,-7,307,-5,296,-7
04025,808,-14,844,-8,807,-15
04027,859,-6,879,-4,855,-4
05001,138,-1,145,0,139,-1
05003,93,-1,94,-1,94,-1
05005,95,-4,98,-3,89,-4
05007,804,-10,817,-7,806,-9
05009,156,-1,159,-1,159,0
05011,46,-1,47,-1,47,-1
05013,7,-1,10,0,9,-1
05015,85,1,83,0,85,1
05017,35,1,36,1,36,2
05019,59,-2,56,-2,56,-2
05021,75,-2,80,-2,76,-3
05023,158,-1,162,-1,155,-2
05025,19,0,20,0,18,0
05027,157,-1,159,0,154,0
05029,109,1,107,1,108,1
05031,1189,13,1173,8,1175,10
05033,328,-3,336,-3,327,-4
05035,281,0,284,0,280,1
05037,250,9,245,7,249,8
05039,13,1,16,1,8,1
05041,51,-1,50,-1,48,-1
05043,113,3,112,2,109,2
05045,795,-13,837,-7,795,-14
05047,43,1,42,0,43,0
05049,31,0,28,0,28,0
05051,415,-1,416,0,405,0
05053,80,0,80,1,76,2
05055,460,0,460,0,456,-1
05057,91,-1,96,0,91,-1
05059,320,1,325,1,318,1
05061,94,-2,98,-2,93,-2
05063,220,-1,218,-1,224,-1
05065,100,-1,103,0,98,0
05067,104,-1,102,-1,106,-2
05069,231,-10,241,-8,229,-9
05071,106,0,112,0,109,-1
05073,7,-1,13,0,9,-1
05075,207,6,204,5,216,6
05077,191,12,174,6,190,12
05079,50,-1,52,-1,52,-1
05081,99,0,97,0,103,2
05083,129,0,132,0,131,1
05085,317,-7,335,-6,316,-9
05087,104,-1,102,-1,101,-1
05089,64,0,67,1,62,0
05091,295,-3,305,-2,294,-2
05093,330,-2,353,-1,335,-2
05095,18,0,21,0,19,-1
05097,1,-1,1,-1,1,-1
05099,14,-1,20,0,16,-1
05101,21,0,21,0,21,0
05103,100,-3,107,-2,102,-2
05105,78,0,77,0,80,0
05107,59,-2,67,-1,58,-2
05109,24,0,24,-1,24,-1
05111,21,0,20,0,19,0
05113,83,2,82,1,82,1
05115,352,0,361,1,353,-1
05117,63,0,63,0,62,-1
05119,1832,-42,1924,-27,1825,-49
05121,57,-2,67,-1,58,-2
05123,119,-2,126,0,118,-2
05125,491,-9,502,-8,486,-10
05127,44,0,44,-1,44,0
05129,11,-1,12,-1,9,-1
05131,562,-10,576,-8,556,-11
05133,233,-3,240,-3,233,-3
05135,60,-2,59,-2,59,-2
05137,26,-1,26,-1,24,-1
05139,209,-2,216,-1,209,-2
05141,143,4,137,2,138,4
05143,953,-22,977,-17,954,-21
05145,434,-4,454,-4,433,-5
05147,29,-3,31,-2,30,-3
05149,90,0,89,-1,91,0
06001,4093,-208,4343,-171,4085,-206
06003,0,0,0,0,0,0
06005,95,-3,101,-2,94,-3
06007,1156,8,1208,15,1148,6
06009,117,0,119,0,118,1
06011,40,1,39,0,39,0
06013,4530,-134,4826,-89,4530,-132
06015,108,-1,113,-1,111,-1
06017,500,-4,519,-2,502,-4
06019,4467,-128,4769,-78,4468,-132
06021,63,0,62,0,64,0
06023,689,0,737,3,692,-2
06025,1151,-23,1224,-14,1140,-27
06027,39,-1,39,-1,40,0
06029,6360,-55,6681,-19,6393,-63
06031,771,-27,819,-20,767,-26
06033,267,-2,280,0,273,-2
06035,167,-7,181,-5,171,-7
06037,39520,-1686,42102,-1259,39548,-1692
06039,821,-17,872,-7,818,-19
06041,597,-25,631,-20,594,-23
06043,35,-2,34,-2,34,-2
06045,268,-5,290,-3,268,-6
06047,1260,-17,1336,-5,1273,-19
06049,0,0,0,0,0,0
06051,0,0,0,0,0,0
06053,2087,-22,2185,-4,2080,-26
06055,533,-13,562,-9,529,-13
06057,314,2,311,3,319,3
06059,11962,-330,12740,-208,11996,-332
06061,1504,-5,1530,5,1495,-6
06063,14,-2,16,-2,15,-2
06065,11754,-251,12377,-146,11755,-245
06067,5799,-64,6086,-29,5814,-68
06069,304,-9,319,-7,304,-9
06071,11370,-190,12091,-89,11316,-191
06073,12453,-541,13225,-409,12494,-548
06075,2770,-78,2970,-45,2782,-75
06077,3784,-55,3984,-25,3747,-60
06079,1149,-13,1186,-8,1162,-14
06081,2366,-95,2521,-72,2372,-93
06083,1706,-63,1826,-40,1696,-66
06085,6880,-249,7307,-178,6873,-248
06087,1099,-36,1158,-26,1092,-37
06089,558,-2,578,4,555,0
06091,0,0,0,0,0,0
06093,206,11,194,7,209,11
06095,1054,-91,1079,-85,1044,-90
06097,1317,-41,1377,-32,1316,-44
06099,2410,-89,2534,-69,2413,-89
06101,514,-7,527,-5,516,-8
06103,245,-1,249,-1,242,-2
06105,22,0,22,0,24,0
06107,2506,-24,2634,-6,2503,-23
06109,270,-3,280,-2,266,-4
06111,4446,-15,4674,21,4456,-8
06113,735,-21,797,-11,731,-21
06115,38,-2,37,-2,39,-2
08001,1520,-22,1593,-13,1522,-21
08003,23,-2,27,-2,26,-1
08005,1752,-33,1833,-23,1733,-36
08007,3,-1,3,-1,3,-1
08009,0,0,0,0,0,0
08011,0,0,0,0,0,0
08013,1003,-20,1061,-11,1005,-20
08014,182,-5,195,-3,185,-5
08015,50,0,56,1,54,1
08017,0,0,0,0,0,0
08019,0,0,0,0,0,0
08021,0,0,0,0,0,0
08023,0,0,0,0,0,0
08025,0,0,0,0,0,0
08027,0,0,0,0,0,0
08029,22,-1,23,-1,20,-1
08031,1929,-43,2029,-32,1908,-46
08033,0,0,0,0,0,0
08035,1025,-19,1069,-12,1029,-19
08037,92,-3,93,-2,89,-3
08039,44,0,47,0,47,0
