fips,Scenario_1_sum,Scenario_1_diff,Scenario_2_sum,Scenario_2_diff,Scenario_3_sum,Scenario_3_diff
01001,270,4,271,4,277,6
01003,513,0,519,-2,534,2
01005,73,-2,77,-1,75,-2
01007,103,1,106,2,104,1
01009,465,12,468,12,476,16
01011,21,0,22,1,21,0
01013,86,-2,90,-2,89,-3
01015,549,-2,556,-2,557,-1
01017,90,-1,95,-1,94,-1
01019,39,0,36,0,36,0
01021,210,10,200,8,216,11
01023,0,0,0,0,0,0
01025,68,1,72,1,67,0
01027,31,-2,32,-2,30,-2
01029,53,0,48,0,52,1
01031,292,3,289,1,292,3
01033,395,0,393,-1,398,1
01035,28,-1,29,-1,28,-1
01037,18,0,19,0,18,0
01039,216,3,213,1,223,5
01041,24,-1,24,-1,25,-1
01043,437,7,449,5,458,7
01045,209,2,209,2,210,2
01047,95,-8,90,-9,95,-8
01049,324,6,312,4,338,9
01051,351,0,362,0,356,0
01053,69,-4,71,-3,71,-4
01055,333,4,336,5,345,7
01057,41,1,39,0,40,1
01059,104,0,110,1,108,1
01061,125,2,123,1,124,1
01063,19,0,19,0,19,0
01065,42,0,44,0,43,0
01067,81,1,82,1,86,1
01069,526,3,524,3,539,5
01071,175,-2,181,0,177,-1
01073,10411,428,9974,308,10654,450
01075,21,0,24,1,21,0
01077,292,4,288,1,299,3
01079,71,0,73,0,71,0
01081,978,15,960,8,996,18
01083,434,-1,446,0,445,0
01085,37,-1,41,0,39,0
01087,64,-2,67,-1,64,-1
01089,1512,13,1526,15,1554,20
01091,42,0,40,0,41,0
01093,170,5,163,3,177,7
01095,392,9,377,4,404,12
01097,1134,12,1133,7,1169,12
01099,171,4,164,2,168,4
01101,1255,2,1271,3,1266,3
01103,507,-1,513,-2,513,1
01105,15,0,18,0,19,0
01107,42,0,45,0,42,0
01109,98,0,97,0,97,1
01111,86,-1,85,-1,90,0
01113,238,6,229,4,245,8
01115,873,20,895,21,903,26
01117,3230,95,3240,88,3313,107
01119,22,0,24,0,24,0
01121,459,13,466,14,465,16
01123,89,0,94,0,93,0
01125,1260,22,1254,21,1291,28
01127,333,8,331,6,340,7
01129,21,0,23,1,21,0
01131,21,0,22,0,22,0
01133,61,0,66,1,67,1
