fips,Scenario_1_sum,Scenario_1_diff,Scenario_2_sum,Scenario_2_diff,Scenario_3_sum,Scenario_3_diff
01001,270,-9,283,-8,267,-10
01003,1081,-25,1110,-19,1061,-28
01005,149,-4,153,-2,145,-4
01007,85,-3,88,-2,81,-3
01009,225,-5,232,-5,224,-6
01011,11,-2,12,-2,12,-2
01013,99,-3,107,-2,100,-4
01015,527,-8,551,-5,524,-10
01017,225,-7,239,-4,221,-6
01019,98,-4,104,-3,98,-4
01021,170,-2,169,-2,167,-2
01023,0,0,0,0,0,0
01025,63,-7,65,-7,64,-7
01027,85,-1,91,-2,86,-2
01029,41,-1,40,-1,39,-2
01031,399,-8,416,-4,398,-10
01033,397,-10,419,-7,398,-9
01035,31,-3,33,-2,34,-2
01037,84,2,81,1,82,2
01039,138,-6,142,-4,140,-5
01041,60,-2,66,-2,62,-2
01043,452,-13,467,-11,453,-12
01045,316,-10,324,-8,309,-10
01047,133,-8,132,-8,131,-9
01049,435,-2,430,-4,432,-4
01051,447,-16,457,-16,439,-18
01053,131,-3,136,-2,132,-2
01055,490,-3,507,-2,493,-2
01057,28,-2,28,-2,28,-2
01059,163,-1,175,0,162,-1
01061,201,2,201,0,202,1
01063,1,-1,1,-1,1,-1
01065,26,-2,28,-1,29,-1
01067,132,-2,133,-1,130,-1
01069,562,-13,594,-9,572,-13
01071,294,-5,302,-4,290,-5
01073,4018,-83,4187,-65,3989,-94
01075,80,-4,82,-3,79,-3
01077,705,-6,725,-2,696,-6
01079,125,-3,124,-4,121,-3
01081,1332,15,1312,7,1292,7
01083,487,-9,509,-7,478,-10
01085,12,-1,14,0,11,-1
01087,85,-3,85,-3,81,-4
01089,1719,-54,1783,-43,1709,-52
01091,33,-2,33,-2,32,-3
01093,184,-1,179,-2,176,-2
01095,292,-13,306,-11,296,-12
01097,1978,-34,2031,-24,1949,-34
01099,127,-5,129,-5,125,-6
01101,1206,-41,1264,-35,1200,-45
01103,823,-22,851,-17,820,-24
01105,39,-2,42,-2,39,-2
01107,50,-2,55,-2,52,-2
01109,83,-5,82,-4,79,-5
01111,106,0,108,0,111,0
01113,261,-3,269,-4,258,-4
01115,649,-2,636,-4,639,-3
01117,1347,5,1353,-1,1319,-5
01119,19,-3,18,-3,18,-3
01121,38,-2,38,-2,41,-2
01123,17,0,18,0,16,0
01125,1495,-10,1533,-4,1500,-12
01127,572,-4,595,-2,577,-3
01129,23,-1,25,-1,23,-1
01131,20,-2,21,-1,18,-2
01133,194,-1,203,-1,195,-2
02013,0,0,0,0,0,0
02016,0,0,0,0,0,0
02020,2388,-30,2533,-12,2386,-32
02050,382,-4,406,0,381,-3
02060,0,0,0,0,0,0
02068,86,-5,96,-4,89,-5
02070,15,-1,19,-1,16,-1
02090,600,-5,634,-1,600,-7
02100,1,0,2,0,0,0
02105,0,0,0,0,0,0
02110,271,-9,288,-7,266,-10
02122,546,-10,573,-8,544,-12
02130,37,-1,38,0,36,-1
02150,115,-3,123,-2,113,-3
02158,20,-2,22,-1,20,-1
02164,0,0,0,0,0,0
02170,1001,1,1043,5,986,-1
02180,68,-1,75,0,68,-1
02185,120,-6,135,-4,122,-6
02188,38,-3,38,-3,36,-3
02195,0,0,0,0,0,0
02198,26,-1,25,-1,22,-1
02220,86,-2,95,-1,89,-2
02230,0,0,0,0,0,0
02240,30,-1,29,-1,29,-1
02261,0,0,0,0,0,0
02275,0,0,0,0,0,0
02282,1,-1,1,-1,1,-1
02290,0,0,0,0,0,0
04001,1396,21,1424,26,1385,20
04003,694,-25,743,-16,693,-25
04005,725,-21,761,-15,722,-23
04007,744,-5,781,-1,734,-7
04009,676,10,672,11,664,11
04011,59,0,54,-1,51,0
04012,53,-3,55,-2,51,-3
04013,24599,-206,25442,-109,24397,-266
04015,1219,-31,1271,-25,1212,-32
04017,751,-42,808,-33,745,-42
04019,7556,-16,7720,-2,7465,-25
04021,1829,-87,1942,-67,1812,-88
04023,603,-4,620,-2,599,-4
04025,1060,-29,1107,-21,1053,-29
04027,1006,-56,1007,-57,1001,-56
05001,173,-1,180,0,172,-1
05003,119,-1,120,0,118,0
05005,255,-2,270,0,248,-4
05007,1144,-8,1176,-7,1139,-9
05009,284,3,289,2,282,2
05011,65,-1,65,-1,59,-2
05013,7,0,8,0,7,0
05015,222,3,210,0,210,1
05017,26,-1,25,-1,25,-1
05019,149,0,157,0,147,-1
05021,94,-2,103,0,93,-1
05023,281,-5,287,-4,282,-4
05025,27,-1,27,-1,27,-1
05027,217,0,223,0,217,0
05029,113,1,114,1,108,1
05031,1460,19,1441,8,1441,14
05033,529,4,536,3,522,4
05035,288,-2,298,0,284,-2
05037,184,5,173,3,185,7
