fips,Scenario_1_sum,Scenario_1_diff,Scenario_2_sum,Scenario_2_diff,Scenario_3_sum,Scenario_3_diff
01001,422,27,369,15,437,30
01003,1324,62,1177,32,1352,73
01005,20,0,20,0,21,0
01007,21,0,21,0,21,0
01009,222,10,204,6,231,10
01011,0,0,0,0,0,0
01013,47,2,49,2,46,2
01015,402,7,394,5,410,10
01017,165,6,166,4,172,6
01019,367,11,363,8,381,10
01021,113,6,97,3,112,7
01023,0,0,0,0,0,0
01025,40,1,39,1,40,1
01027,91,2,89,2,94,3
01029,0,0,0,0,0,0
01031,132,5,125,3,138,6
01033,470,25,436,16,484,27
01035,7,1,7,1,7,1
01037,122,6,110,4,127,7
01039,353,20,318,14,361,21
01041,1,0,0,0,0,0
01043,380,20,341,11,383,20
01045,176,9,164,5,189,9
01047,138,9,129,5,148,10
01049,344,22,291,12,356,29
01051,625,37,558,20,645,41
01053,130,3,132,3,134,4
01055,275,10,265,6,278,10
01057,4,1,3,1,7,1
01059,88,1,88,0,92,1
01061,23,2,19,1,26,3
01063,0,0,0,0,0,0
01065,34,1,34,1,35,1
01067,0,0,1,0,0,0
01069,345,15,317,7,355,14
01071,215,7,214,3,221,7
01073,4855,300,4328,161,5036,338
01075,6,-1,7,-1,7,0
01077,676,42,602,24,708,46
01079,53,1,54,-1,60,1
01081,962,68,815,34,1001,73
01083,569,24,529,15,582,28
01085,0,0,0,0,0,0
01087,74,2,74,2,77,4
01089,2231,108,2026,68,2310,134
01091,10,0,10,1,9,1
01093,127,8,124,4,131,8
01095,337,21,289,10,342,22
01097,2478,217,2018,95,2641,240
01099,171,12,158,8,177,13
01101,1768,84,1657,49,1810,88
01103,636,27,584,17,647,30
01105,0,0,0,0,0,0
01107,18,1,17,1,19,1
01109,26,1,25,1,26,1
01111,62,3,57,1,61,2
01113,250,19,218,10,255,18
01115,733,43,638,22,735,45
01117,1084,52,991,25,1118,59
01119,11,1,12,1,11,1
01121,21,0,21,0,22,1
01123,4,1,5,1,5,1
01125,1386,91,1222,51,1425,90
01127,293,13,269,8,305,17
01129,0,0,0,0,0,0
01131,9,0,10,0,10,1
01133,63,3,60,1,67,2
02013,0,0,0,0,0,0
02016,0,0,0,0,0,0
02020,942,50,856,27,971,56
02050,56,-1,56,-1,55,-1
02060,0,0,0,0,0,0
02068,0,0,0,0,0,0
02070,0,0,0,0,0,0
02090,102,0,105,1,109,1
02100,0,0,0,0,0,0
02105,0,0,0,0,0,0
02110,51,0,56,0,52,-1
02122,90,2,86,1,95,3
02130,0,0,0,0,0,0
02150,0,0,0,0,0,0
02158,6,0,11,1,8,1
02164,0,0,0,0,0,0
02170,175,4,170,1,174,3
02180,20,0,20,0,19,0
02185,0,0,0,0,0,0
02188,39,-1,42,0,40,0
02195,0,0,0,0,0,0
02198,0,0,0,0,0,0
02220,0,0,0,0,0,0
02230,0,0,0,0,0,0
02240,0,0,0,0,0,0
02261,0,0,0,0,0,0
02275,0,0,0,0,0,0
02282,0,0,0,0,0,0
02290,0,0,0,0,0,0
04001,1010,5,1045,5,1046,10
04003,636,-4,659,0,648,0
04005,795,9,791,7,806,11
04007,576,6,584,5,592,7
04009,374,11,355,8,382,13
04011,121,2,117,2,122,2
04012,0,0,0,0,0,0
04013,33240,919,31677,490,34232,1090
04015,1205,31,1150,14,1228,35
04017,866,-22,926,-15,884,-18
04019,9155,187,8857,96,9387,232
04021,2676,5,2742,6,2731,9
04023,509,18,495,11,529,21
04025,1734,28,1708,15,1786,35
04027,1205,49,1121,26,1264,57
05001,20,1,19,1,20,1
05003,0,0,0,0,0,0
05005,44,0,43,0,44,1
05007,949,44,861,23,970,46
05009,200,10,190,5,207,10
05011,11,1,12,1,12,1
05013,0,0,0,0,0,0
05015,60,2,54,2,63,3
05017,0,0,0,0,0,0
05019,8,1,1,0,6,1
05021,11,1,16,1,14,1
05023,78,5,76,3,85,5
05025,0,0,0,0,0,0
05027,29,1,27,0,30,1
05029,93,4,86,2,96,4
05031,595,34,534,13,613,37
05033,203,7,188,4,202,8
05035,191,11,166,7,197,13
05037,33,2,30,1,40,2
05039,0,0,0,0,0,0
05041,35,2,34,1,37,2
05043,60,4,55,3,65,5
05045,372,14,355,8,382,13
05047,69,4,61,3,69,5
05049,2,-1,3,-1,3,-1
05051,186,8,176,5,195,8
05053,18,1,20,1,19,2
05055,282,16,265,8,294,17
05057,22,1,21,0,24,1
05059,176,8,169,5,181,9
05061,8,1,8,1,7,1
05063,189,5,178,3,198,6
05065,21,0,21,0,21,0
05067,40,0,39,0,42,1
05069,166,9,144,5,165,11
05071,79,4,69,3,82,6
05073,0,0,0,0,0,0
05075,68,5,57,2,71,6
05077,6,1,2,1,6,1
05079,21,0,20,0,21,0
05081,0,0,0,0,0,0
05083,35,2,33,1,35,2
05085,378,19,346,12,382,20
05087,26,1,31,0,32,1
05089,19,1,19,1,20,1
05091,154,3,150,2,155,3
05093,108,2,110,0,112,1
05095,0,0,0,0,0,0
05097,0,0,0,0,0,0
05099,1,0,0,0,0,0
05101,0,0,0,0,0,0
05103,49,2,43,1,48,2
05105,26,1,23,0,26,1
05107,50,-3,53,-2,50,-2
05109,0,0,0,0,0,0
05111,0,0,0,0,0,0
05113,2,0,4,1,0,0
05115,138,8,130,5,146,9
05117,0,0,0,0,0,0
05119,1620,92,1481,46,1690,96
05121,8,-1,12,0,8,-1
05123,33,-1,37,0,35,0
05125,317,7,304,5,327,9
05127,0,0,0,0,0,0
05129,0,0,0,0,0,0
05131,529,26,482,12,542,29
05133,21,0,21,0,21,0
05135,31,1,31,1,33,1
05137,26,1,24,0,27,1
05139,22,0,21,0,22,0
05141,98,5,84,2,98,5
05143,1015,41,964,21,1039,41
05145,525,28,480,17,546,33
05147,0,0,0,0,0,0
05149,13,1,16,1,15,1
06001,9814,383,9267,221,10099,448
06003,0,0,0,0,0,0
06005,65,1,71,1,67,1
06007,895,36,854,23,925,39
06009,168,8,156,4,178,10
06011,63,3,61,2,70,3
06013,7980,368,7369,210,8167,402
06015,98,4,95,2,100,4
06017,816,25,774,17,824,31
06019,6330,246,5986,140,6608,272
06021,68,0,66,-1,70,0
06023,428,11,419,8,442,11
06025,2629,87,2601,74,2725,101
06027,66,0,76,0,71,0
06029,16485,1287,13842,692,17066,1393
06031,877,13,858,7,894,17
06033,187,7,174,3,186,7
06035,42,-2,45,-1,43,-2
06037,99992,3018,96401,1986,102460,3495
06039,890,31,836,17,904,35
06041,1282,54,1215,31,1328,61
06043,105,1,103,2,110,2
06045,149,3,143,1,148,3
06047,1852,81,1739,50,1914,94
06049,0,0,0,0,0,0
06051,0,0,0,0,0,0
06053,1163,43,1114,32,1207,50
06055,655,17,618,11,680,24
06057,597,21,574,12,626,27
06059,22941,1469,20402,843,23787,1653
06061,1794,74,1677,35,1847,79
06063,18,1,17,1,19,1
06065,20172,1199,17989,676,20881,1347
06067,9173,405,8529,243,9582,480
06069,1011,52,962,36,1048,56
06071,19964,1037,18260,623,20524,1181
06073,28493,1393,26662,934,29354,1552
06075,6277,292,5868,177,6468,320
06077,5243,227,4881,128,5401,259
06079,1085,60,972,30,1109,63
06081,5658,274,5246,167,5823,320
06083,2041,65,1980,45,2090,74
06085,16075,706,15115,457,16619,801
06087,1868,68,1802,45,1923,79
06089,368,8,362,7,382,14
06091,0,0,0,0,0,0
06093,147,8,133,4,148,9
06095,2364,74,2248,41,2409,83
06097,2203,88,2077,62,2254,99
06099,2546,106,2390,65,2657,126
06101,263,2,267,3,269,5
06103,287,7,272,5,296,10
06105,0,0,0,0,0,0
06107,3685,218,3336,127,3789,233
06109,266,3,263,2,278,3
06111,5082,235,4709,129,5254,259
06113,581,13,590,11,592,15
06115,22,0,21,0,21,0
08001,2060,13,2038,1,2100,15
08003,57,-2,56,-2,54,-2
08005,2220,-8,2197,-17,2252,1
08007,11,-1,13,0,11,-1
08009,0,0,0,0,0,0
08011,0,0,0,0,0,0
08013,1383,2,1397,0,1421,6
08014,232,-2,227,-2,233,-1
08015,22,0,23,0,22,1
08017,0,0,0,0,0,0
08019,0,0,0,0,0,0
08021,0,0,0,0,0,0
08023,0,0,0,0,0,0
08025,0,0,0,0,0,0
08027,0,0,0,0,0,0
08029,52,-1,56,-1,55,0
08031,2938,31,2901,1,3017,35
08033,0,0,0,0,0,0
08035,1274,9,1261,1,1288,12
08037,134,1,129,-1,135,2
08039,51,0,54,-1,55,-1
08041,2484,-48,2547,-47,2532,-46
08043,324,0,323,-1,326,-1
08045,167,-2,168,-1,168,-2
08047,0,0,0,0,0,0
08049,28,1,26,0,25,0
08051,1,0,4,1,3,0
08053,0,0,0,0,0,0
08055,0,0,0,0,0,0
08057,0,0,0,0,0,0
08059,1950,22,1895,2,2004,28
08061,0,0,0,0,0,0
08063,0,0,0,0,0,0
08065,0,0,0,0,0,0
08067,158,-1,160,-2,167,0
08069,1820,2,1815,-4,1860,6
08071,0,0,0,0,0,0
08073,0,0,0,0,0,0
08075,103,-4,105,-3,108,-2
08077,748,-12,753,-8,766,-6
08079,0,0,0,0,0,0
08081,24,-1,27,0,27,-1
08083,71,-1,72,-1,71,-1
08085,150,6,140,2,154,7
08087,134,0,132,-1,137,0
08089,61,-2,64,-2,63,-1
08091,0,0,0,0,0,0
08093,27,1,28,1,30,1
08095,0,0,0,0,0,0
08097,43,-1,40,-1,40,-1
08099,30,-2,31,-2,31,-2
08101,939,-11,949,-9,948,-10
08103,0,0,0,0,0,0
08105,2,-1,2,-1,2,-1
08107,211,21,153,7,217,22
08109,0,0,0,0,0,0
08111,0,0,0,0,0,0
08113,0,0,0,0,0,0
08115,17,1,16,1,17,1
08117,108,-1,108,-1,113,-1
08119,32,-1,30,-1,28,-1
08121,0,0,0,0,0,0
08123,1656,7,1658,0,1691,11
08125,0,0,0,0,0,0
09001,7087,329,6495,188,7377,388
09003,4223,176,3880,84,4325,210
09005,706,28,651,17,713,30
09007,827,35,780,18,847,37
09009,5445,218,5080,131,5579,249
09011,1049,29,1013,18,1060,34
09013,566,28,523,15,589,31
09015,326,14,315,8,339,15
10001,993,39,959,24,1025,40
10003,2895,124,2689,69,2972,144
10005,1564,77,1442,46,1607,82
11001,1530,40,1426,18,1552,44
12001,569,22,533,13,580,24
12003,31,-2,32,-2,32,-2
12005,296,8,277,3,289,7
12007,18,0,18,0,18,0
12009,1241,56,1140,29,1273,60
12011,6947,329,6390,162,7153,349
12013,12,1,7,0,7,0
12015,335,4,338,1,346,5
12017,330,11,307,4,336,10
12019,423,18,390,9,444,23
12021,930,41,857,19,947,44
12023,99,3,95,2,107,3
12027,44,1,44,-1,46,0
12029,0,0,0,0,0,0
12031,2350,122,2140,58,2444,137
12033,709,35,647,18,725,38
12035,208,3,193,1,206,5
12037,0,0,0,0,0,0
12039,66,1,62,0,64,1
12041,1,1,0,0,1,0
12043,0,0,0,0,0,0
12045,0,0,0,0,1,1
12047,0,0,0,0,0,0
12049,14,1,15,1,15,1
12051,205,17,160,8,207,19
12053,348,17,326,9,365,15
12055,230,8,216,3,240,8
12057,3636,148,3390,73,3768,171
12059,0,0,0,0,0,0
12061,305,10,293,5,316,11
12063,46,1,43,1,42,0
12065,0,0,0,0,0,0
12067,0,0,0,0,0,0
12069,886,36,828,21,923,43
12071,2284,96,2116,42,2357,103
12073,858,38,773,19,880,43
12075,46,1,43,0,47,2
12077,0,0,0,0,0,0
12079,3,1,3,0,7,1
12081,995,42,896,17,1015,46
12083,923,36,853,20,955,42
12085,401,18,374,8,413,22
12086,16855,825,15473,485,17350,945
12087,117,4,105,2,124,5
12089,236,12,207,5,243,14
12091,298,11,288,6,315,13
12093,32,1,28,1,30,1
12095,3690,189,3319,95,3828,218
12097,1337,72,1194,33,1401,84
12099,4869,216,4488,112,5036,243
12101,1387,55,1264,26,1414,60
12103,2643,99,2455,47,2696,111
12105,2189,95,1996,44,2215,104
12107,36,0,40,0,35,0
12109,755,34,687,16,787,36
12111,658,28,604,14,671,31
12113,329,8,312,4,336,11
12115,1115,35,1064,20,1149,40
12117,991,45,905,24,1031,55
12119,151,-3,158,-3,154,-3
12121,36,2,35,1,37,1
12123,0,0,0,0,1,1
12125,0,0,0,0,0,0
12127,1336,63,1210,32,1360,67
12129,38,3,33,1,42,4
12131,56,1,48,-1,61,2
12133,0,0,0,0,0,0
13001,0,0,0,0,0,0
13003,0,0,0,0,0,0
13005,9,1,7,1,9,1
13007,0,0,0,0,0,0
13009,36,4,23,2,34,4
13011,34,2,28,0,34,2
13013,352,16,323,12,352,18
13015,700,50,606,24,719,54
13017,5,1,2,0,9,1
13019,12,1,13,1,14,1
13021,936,98,699,38,995,118
13023,1,1,0,0,2,1
13025,0,0,0,0,0,0
13027,13,1,10,1,11,1
13029,67,3,62,2,70,3
13031,181,18,148,7,185,17
13033,48,3,39,1,48,3
13035,22,1,21,0,23,1
13037,0,0,0,0,0,0
13039,84,5,72,3,88,5
13043,0,0,0,0,0,0
13045,602,52,490,24,627,60
13047,62,3,57,2,60,3
13049,0,0,0,0,0,0
13051,987,73,833,36,1013,83
13053,0,0,0,0,0,0
13055,21,2,20,1,24,2
13057,1177,86,1013,39,1234,91
13059,310,16,278,8,322,18
13061,0,0,0,0,0,0
13063,1112,80,971,41,1159,83
13065,0,0,0,0,0,0
13067,4733,370,3987,179,4901,390
13069,27,1,23,1,31,2
13071,22,0,23,0,23,1
13073,631,38,545,19,650,46
13075,15,1,17,1,17,1
13077,795,46,694,22,824,50
13079,5,1,8,1,10,1
13081,15,2,18,1,18,2
13083,0,0,0,0,0,0
13085,39,1,38,1,39,2
13087,28,1,26,1,28,1
13089,5129,430,4177,199,5354,474
13091,0,0,0,0,0,0
13093,11,1,12,1,12,1
13095,69,3,61,2,71,3
13097,874,55,772,27,916,64
13099,9,1,10,1,12,1
13101,0,0,0,0,0,0
13103,88,6,73,3,85,4
13105,0,0,0,0,0,0
13107,0,0,0,0,0,0
13109,0,0,0,0,0,0
13111,0,0,0,0,0,0
13113,549,23,518,14,556,25
13115,259,9,245,6,257,10
13117,940,55,827,26,982,65
13119,92,6,79,4,102,8
13121,7149,622,5831,285,7538,688
13123,24,1,21,0,26,1
13125,0,0,0,0,0,0
13127,288,15,261,7,292,16
13129,0,0,0,0,0,0
13131,8,-1,8,-1,10,-1
13133,0,0,0,0,0,0
13135,8619,712,7183,356,9038,800
13137,95,2,94,1,101,3
13139,981,59,895,31,1024,59
13141,0,0,0,0,0,0
13143,34,2,33,1,36,2
13145,10,1,11,0,14,1
13147,106,9,91,5,108,7
13149,0,0,0,0,0,0
13151,1504,107,1276,52,1549,119
13153,1008,79,838,42,1056,90
13155,0,0,0,0,0,0
13157,323,14,299,7,332,15
13159,0,0,0,0,0,0
13161,0,0,0,0,0,0
13163,0,0,1,0,1,0
13165,0,0,0,0,0,0
13167,3,1,2,0,4,1
13169,0,0,0,0,0,0
13171,37,3,34,1,40,2
13173,0,0,0,0,0,0
13175,190,13,166,7,194,13
13177,29,1,25,0,33,2
13179,127,5,118,3,138,6
13181,0,0,0,0,1,0
13183,0,0,0,0,0,0
13185,424,36,343,16,447,42
13187,63,2,62,2,62,1
13189,41,0,42,0,45,1
13191,0,0,0,0,0,0
13193,0,0,1,0,0,0
13195,57,2,55,1,55,2
13197,0,0,0,0,0,0
13199,14,1,12,1,11,1
13201,0,0,1,0,0,0
13205,16,1,17,1,17,1
13207,56,4,50,3,60,5
13209,14,1,15,1,15,1
13211,27,1,29,0,28,2
13213,25,1,23,1,28,1
13215,379,21,338,10,396,21
13217,638,41,556,20,664,46
13219,128,4,116,3,132,7
13221,0,0,0,0,0,0
13223,699,31,640,17,715,34
13225,54,3,48,2,57,4
13227,56,3,52,2,59,3
13229,0,0,0,0,0,0
13231,15,1,13,1,16,1
13233,53,3,52,2,53,3
13235,0,0,0,0,0,0
13237,32,2,27,1,33,2
13239,0,0,0,0,0,0
13241,28,4,23,2,31,3
13243,0,0,0,0,0,0
13245,843,47,753,22,859,47
13247,510,37,430,18,536,42
13249,0,0,0,0,0,0
13251,15,1,14,1,14,1
13253,0,0,0,0,0,0
13255,281,15,246,7,283,17
13257,50,1,45,0,50,1
13259,21,0,21,0,19,0
13261,215,13,196,8,227,15
13263,0,0,0,0,0,0
13265,0,0,0,0,0,0
13267,4,0,5,0,7,0
13269,0,0,0,0,0,0
13271,0,0,0,0,0,0
13273,0,0,0,0,0,0
13275,33,1,26,1,30,1
13277,154,11,129,5,161,14
13279,86,4,91,4,93,4
13281,1,-1,1,-1,1,-1
13283,1,0,1,0,3,1
13285,151,7,143,4,154,9
13287,0,0,0,0,0,0
13289,0,0,0,0,0,0
13291,35,1,36,1,37,2
13293,32,2,28,1,34,1
13295,215,14,192,7,211,12
13297,241,8,236,5,251,10
13299,111,8,90,4,115,10
13301,0,0,0,0,0,0
13303,10,1,11,1,11,2
13305,42,1,42,1,43,2
13307,0,0,0,0,0,0
13309,0,0,0,0,0,0
13311,67,1,63,0,67,1
13313,37,0,34,-1,40,0
13315,0,0,0,0,0,0
13317,0,0,0,0,0,0
13319,0,0,0,0,0,0
13321,6,1,2,0,6,1
15001,328,4,329,1,341,5
15003,3339,98,3221,54,3454,115
15005,0,0,0,0,0,0
15007,100,0,105,0,107,1
15009,529,16,506,10,534,18
16001,1672,31,1622,17,1727,37
16003,0,0,0,0,0,0
16005,262,9,250,4,268,7
16007,0,0,0,0,0,0
16009,0,0,0,0,0,0
16011,101,1,99,1,102,2
16013,56,1,54,1,58,2
16015,0,0,0,0,0,0
16017,86,3,85,3,91,4
16019,469,14,439,6,467,14
16021,2,0,1,0,3,1
16023,0,0,0,0,0,0
16025,0,0,0,0,0,0
16027,582,11,571,8,600,14
16029,6,0,7,1,6,1
16031,21,0,21,0,22,0
16033,0,0,0,0,0,0
16035,12,-1,12,0,13,-1
16037,0,0,0,0,0,0
16039,109,1,106,0,115,1
16041,0,0,0,0,0,0
16043,2,0,2,0,1,0
16045,3,0,5,0,3,0
16047,8,-1,5,-1,11,0
16049,14,1,16,1,16,0
16051,144,5,129,2,148,7
16053,52,1,50,1,50,1
16055,473,9,472,7,485,9
16057,21,0,21,0,22,1
16059,0,0,0,0,0,0
16061,6,1,12,1,10,1
16063,0,0,0,0,0,0
16065,53,1,55,1,54,2
16067,1,1,4,1,2,0
16069,233,11,222,6,235,11
16071,2,0,3,1,3,0
16073,0,0,0,0,0,0
16075,82,0,79,0,84,1
16077,0,0,0,0,0,0
16079,0,0,0,0,0,0
16081,2,0,0,0,4,1
16083,347,5,338,4,352,7
16085,0,0,0,0,0,0
16087,0,0,0,0,0,0
17001,827,23,814,17,850,30
17003,0,0,0,0,0,0
17005,84,0,87,-1,85,0
17007,279,7,270,4,280,7
17009,0,0,0,0,0,0
17011,195,4,198,2,201,2
17013,19,1,19,1,19,1
17015,24,0,27,1,28,1
17017,25,0,31,1,27,0
17019,2296,88,2206,63,2342,99
17021,408,14,406,11,426,15
17023,95,5,82,3,92,5
17025,97,0,100,1,99,2
17027,281,14,260,8,290,15
17029,498,15,470,9,498,16
17031,40010,1684,37907,1099,41161,1888
17033,35,-1,39,0,34,0
17035,41,0,42,0,40,0
17037,801,13,792,4,813,10
17039,41,0,43,0,41,0
17041,133,5,129,3,133,5
17043,7256,294,6884,191,7440,338
17045,109,4,108,3,110,3
17047,23,0,21,0,24,0
17049,288,10,276,7,289,12
17051,68,0,70,1,71,0
17053,67,1,66,1,68,1
17055,304,9,298,7,309,11
17057,284,12,272,10,290,13
17059,0,0,1,1,0,0
