fips,Scenario_1_sum,Scenario_1_diff,Scenario_2_sum,Scenario_2_diff,Scenario_3_sum,Scenario_3_diff
01001,584,3,578,0,568,0
01003,1929,1,1958,-2,1891,-6
01005,126,0,133,0,127,-2
01007,101,-2,105,-2,97,-3
01009,431,13,419,10,421,11
01011,32,-3,33,-3,32,-3
01013,69,-2,77,-1,70,-2
01015,1438,56,1323,34,1372,49
01017,287,1,303,4,280,0
01019,77,-3,80,-3,75,-3
01021,250,6,236,3,247,7
01023,25,0,25,0,23,0
01025,46,-3,51,-2,46,-3
01027,46,-2,50,-1,43,-1
01029,0,0,2,1,0,0
01031,347,0,356,1,340,-1
01033,895,24,901,20,878,21
01035,99,1,101,2,97,1
01037,79,2,81,2,76,3
01039,705,25,683,17,681,23
01041,41,-3,47,-3,43,-3
01043,1154,23,1138,15,1124,18
01045,600,9,601,7,584,7
01047,315,6,312,4,305,4
01049,631,28,604,21,618,28
01051,1184,28,1154,19,1156,26
01053,131,-4,132,-4,133,-4
01055,611,11,608,8,592,10
01057,42,0,41,0,41,0
01059,105,-3,115,-1,104,-3
01061,266,8,251,5,255,6
01063,64,-3,67,-2,62,-3
01065,183,2,193,3,184,2
01067,3,0,7,1,0,0
01069,1069,16,1052,13,1044,12
01071,212,0,220,1,212,-1
01073,6429,1,6574,7,6311,-13
01075,62,-4,64,-3,62,-4
01077,776,13,772,11,765,11
01079,206,4,199,3,202,4
01081,1512,52,1432,31,1481,47
01083,889,12,882,8,874,9
01085,30,-1,30,-1,29,-1
01087,74,-1,78,0,70,-1
01089,3474,36,3541,41,3434,34
01091,107,-1,113,0,106,-1
01093,213,6,209,5,210,6
01095,985,36,952,28,962,33
01097,4621,114,4553,79,4499,89
01099,295,13,277,7,283,10
01101,2354,13,2402,9,2303,2
01103,1331,18,1331,12,1308,15
01105,42,1,42,1,40,0
01107,39,-2,39,-2,37,-2
01109,73,-3,83,-2,74,-3
01111,245,8,231,5,242,8
01113,846,33,805,24,819,28
01115,1482,50,1412,27,1452,46
01117,1486,21,1450,6,1452,16
01119,92,2,90,2,85,1
01121,59,0,58,-1,57,0
01123,21,0,21,0,21,0
01125,1416,-39,1435,-39,1398,-40
01127,1022,33,991,25,992,24
01129,77,3,81,3,76,2
01131,88,1,91,2,86,2
01133,192,2,187,0,187,1
02013,0,0,0,0,0,0
02016,0,0,0,0,0,0
02020,2963,-2,3088,9,2927,-9
02050,119,-2,125,-2,114,-3
02060,0,0,0,0,0,0
02068,48,-2,51,-1,46,-2
