fips,Scenario_1_sum,Scenario_1_diff,Scenario_2_sum,Scenario_2_diff,Scenario_3_sum,Scenario_3_diff
01001,498,-10,517,-7,490,-11
01003,1769,-33,1835,-23,1762,-34
01005,274,-2,287,-2,274,-2
01007,139,-2,149,0,139,-1
01009,484,3,489,2,474,2
01011,55,-2,57,-2,53,-2
01013,166,-3,175,-3,159,-3
01015,1043,9,1041,7,1030,4
01017,414,-6,430,-2,412,-7
01019,151,-3,156,-3,150,-4
01021,427,5,419,3,414,3
01023,11,1,10,0,11,1
01025,252,-3,265,-3,254,-5
01027,121,-2,131,-2,122,-2
01029,134,1,137,1,135,1
01031,545,-5,567,-3,544,-6
01033,557,-10,579,-8,553,-11
01035,78,-4,85,-3,78,-4
01037,90,0,87,-1,89,-1
01039,324,-3,332,-3,322,-4
01041,77,-1,83,0,75,-2
01043,932,-4,975,-3,916,-9
01045,580,-11,609,-8,560,-13
01047,436,-10,464,-7,428,-12
01049,754,3,752,5,740,4
01051,1033,-14,1067,-14,1019,-16
01053,205,-8,203,-7,205,-9
01055,740,0,752,1,733,-2
01057,88,-2,87,-2,83,-2
01059,158,-2,165,-1,155,-2
01061,291,4,292,3,286,3
01063,10,-1,9,-1,9,-1
01065,71,-3,73,-3,70,-3
01067,321,11,324,9,317,10
01069,839,-11,873,-6,825,-11
01071,488,1,507,2,485,0
01073,6748,-71,7003,-42,6694,-91
01075,99,-1,105,-1,100,-2
01077,1015,0,1042,4,989,-1
01079,349,4,351,3,345,2
01081,2133,32,2107,22,2077,21
01083,764,-14,795,-11,756,-14
01085,23,-1,21,-1,20,-2
01087,157,-6,167,-3,158,-5
01089,3641,-17,3745,-3,3594,-24
01091,79,-2,77,-2,74,-3
01093,328,4,328,3,325,2
01095,1056,15,1072,11,1037,12
01097,3361,-44,3473,-23,3329,-46
01099,413,7,418,8,404,6
01101,2326,-46,2440,-31,2304,-51
01103,1598,-12,1644,-5,1567,-19
01105,70,-1,72,-1,67,-2
01107,72,-2,79,-1,75,-2
01109,218,-3,229,-2,219,-3
01111,172,-1,176,-2,166,-1
01113,521,-2,521,-1,507,-3
01115,1330,20,1313,15,1299,17
01117,1972,-8,1981,-8,1940,-7
01119,110,1,108,0,102,0
01121,56,0,57,-1,56,-1
01123,21,0,21,0,20,0
01125,2217,16,2273,19,2197,14
01127,654,-6,670,-5,636,-8
01129,64,-2,66,-1,59,-2
01131,42,-3,42,-3,41,-3
01133,301,2,305,3,295,1
02013,0,0,0,0,0,0
02016,0,0,0,0,0,0
02020,2219,-46,2330,-29,2187,-54
02050,300,0,318,1,297,-1
02060,0,0,0,0,0,0
02068,93,-6,95,-6,90,-6
02070,15,-1,21,0,13,-1
02090,484,-16,504,-12,481,-15
02100,0,0,0,0,0,0
02105,0,0,0,0,0,0
02110,332,-9,350,-6,330,-9
02122,613,-16,646,-10,609,-15
02130,37,-2,34,-2,35,-2
02150,115,-3,119,-2,114,-3
02158,26,-1,26,-1,25,-1
02164,5,-1,5,-1,4,-1
02170,678,-15,708,-12,677,-16
