fips,Scenario_1_sum,Scenario_1_diff,Scenario_2_sum,Scenario_2_diff,Scenario_3_sum,Scenario_3_diff
01001,627,30,599,22,611,24
01003,2437,78,2347,54,2372,67
01005,319,26,261,14,303,25
01007,42,-3,47,-2,42,-3
01009,241,12,232,8,235,10
01011,14,1,15,1,18,1
01013,67,-3,76,-3,67,-4
01015,479,28,432,15,464,25
01017,158,8,142,4,154,6
01019,82,4,78,3,84,5
01021,119,5,110,4,117,5
01023,0,0,0,0,0,0
01025,66,3,63,2,63,2
01027,93,8,82,5,88,7
01029,0,0,0,0,0,0
01031,392,10,387,8,386,11
01033,426,16,415,11,414,13
01035,55,2,55,2,53,2
01037,47,2,42,1,45,3
01039,247,12,227,9,240,13
01041,74,3,69,2,74,3
01043,484,18,457,12,461,15
01045,280,7,277,5,272,6
01047,208,8,202,5,204,7
01049,293,14,262,9,281,14
01051,812,43,734,25,789,38
01053,96,2,98,3,93,2
01055,161,-2,171,0,160,-2
01057,38,1,36,1,38,1
01059,123,5,111,2,115,4
01061,182,9,170,6,177,9
01063,3,0,4,1,3,0
01065,15,-2,14,-2,14,-2
01067,0,0,0,0,0,0
01069,991,40,964,28,969,34
01071,85,-3,93,-2,85,-4
01073,8075,307,7880,220,7940,273
01075,21,0,21,0,21,0
01077,655,26,622,17,649,26
01079,96,3,89,1,89,3
01081,1637,98,1454,58,1569,88
01083,713,21,689,13,699,16
01085,63,4,60,3,64,3
01087,179,12,160,6,172,9
01089,3455,71,3439,55,3377,61
01091,52,1,54,1,53,0
01093,314,14,295,9,302,13
01095,408,20,367,10,385,15
01097,5183,343,4554,201,5027,325
01099,200,14,179,9,191,13
01101,1991,62,1940,45,1932,54
01103,846,31,806,18,826,28
01105,10,0,12,1,11,1
01107,94,4,90,4,87,5
01109,112,5,113,4,109,4
01111,42,2,36,1,38,1
01113,451,27,402,14,426,25
01115,1131,66,1018,37,1103,63
01117,2065,77,1978,49,2006,63
01119,28,1,26,0,26,1
01121,30,1,27,0,31,1
01123,20,0,20,0,19,0
01125,1435,38,1368,18,1401,34
01127,240,10,222,4,223,5
01129,4,0,11,1,6,0
01131,0,0,5,0,0,0
01133,110,4,104,4,108,4
02013,0,0,0,0,0,0
02016,0,0,0,0,0,0
02020,2683,6,2769,11,2641,-1
02050,147,-1,154,-1,143,-1
