fips,Scenario_1_sum,Scenario_1_diff,Scenario_2_sum,Scenario_2_diff,Scenario_3_sum,Scenario_3_diff
01001,1793,-91,1910,-72,1801,-87
01003,13284,-422,14070,-325,13340,-408
01005,1858,-11,1907,-3,1842,-12
01007,1295,-57,1380,-46,1304,-57
01009,3044,-61,3238,-39,3059,-57
01011,337,-17,366,-12,338,-16
01013,818,-29,866,-21,821,-30
01015,8461,-111,8946,-44,8502,-94
01017,1329,-71,1421,-58,1328,-71
01019,1790,-36,1885,-23,1770,-39
01021,2624,-83,2779,-62,2625,-82
01023,791,-11,836,-3,787,-11
01025,1838,-74,1943,-62,1847,-76
01027,948,-39,1016,-29,955,-37
01029,622,-14,664,-7,621,-13
01031,2381,-102,2520,-80,2368,-101
01033,5904,-186,6241,-150,5921,-184
01035,769,-15,816,-9,770,-16
01037,968,-11,1023,-3,981,-9
01039,2975,-36,3156,-15,2996,-31
01041,784,-11,823,-8,792,-11
01043,6862,-170,7275,-115,6864,-165
01045,1985,-80,2107,-68,1995,-79
01047,2103,-62,2223,-44,2095,-61
01049,5893,-82,6279,-33,5942,-72
01051,3385,-140,3604,-111,3380,-143
01053,2689,-76,2838,-67,2686,-82
01055,6411,-230,6800,-181,6413,-224
01057,1068,-29,1129,-23,1078,-29
01059,3170,-82,3367,-63,3162,-82
01061,1471,-9,1560,3,1477,-7
01063,397,-6,433,-2,398,-5
01065,982,-41,1046,-31,989,-39
01067,878,-29,938,-21,887,-28
01069,5281,-181,5586,-135,5282,-175
01071,4349,-58,4619,-28,4348,-58
01073,32575,-1672,34627,-1380,32605,-1665
01075,1057,-18,1125,-10,1067,-17
01077,7221,-222,7704,-175,7272,-229
01079,2598,-41,2780,-19,2611,-35
01081,9789,-228,10303,-155,9863,-225
01083,5911,-200,6278,-155,5928,-203
01085,433,-16,454,-13,436,-16
01087,868,-27,912,-21,876,-27
01089,18576,-834,19823,-661,18643,-817
01091,1100,-28,1182,-17,1113,-28
01093,2406,-72,2541,-54,2412,-72
01095,7072,-156,7526,-103,7083,-157
01097,20199,-1126,21360,-981,20195,-1133
01099,2390,2,2520,20,2397,6
01101,8045,-358,8511,-290,8035,-351
01103,10223,-337,10857,-263,10239,-335
01105,269,-12,285,-10,272,-11
01107,1427,-62,1491,-52,1431,-60
01109,1550,-22,1652,-6,1563,-16
01111,1282,-29,1352,-19,1290,-25
01113,2150,-18,2229,-10,2154,-15
01115,5757,-207,6097,-156,5774,-207
01117,14099,-376,15064,-264,14124,-370
01119,944,-7,998,0,948,-6
01121,3903,-215,4002,-207,3907,-215
01123,1957,-110,2056,-98,1954,-111
01125,16945,-529,17964,-412,16944,-521
01127,4629,-82,4951,-45,4644,-81
01129,1483,-1,1568,11,1493,1
01131,674,-32,707,-28,672,-32
01133,2061,-52,2200,-35,2086,-50
02013,47,-4,49,-4,48,-4
02016,166,-6,184,-3,170,-6
02020,17235,-828,18209,-716,17251,-823
02050,1358,23,1389,22,1380,25
02060,0,0,0,0,0,0
02068,0,0,0,0,0,0
02070,103,0,117,2,105,1
02090,6250,-18,6551,23,6303,-3
02100,5,0,16,1,7,0
02105,0,0,0,0,0,0
02110,1902,-43,2012,-29,1918,-39
02122,3873,68,3988,80,3911,77
02130,452,-5,475,0,453,-4
02150,1501,-14,1559,-4,1498,-13
02158,659,1,695,5,660,0
02164,21,-3,21,-3,21,-3
02170,6314,76,6542,102,6354,85
02180,1084,1,1152,9,1095,3
02185,898,18,927,21,914,20
02188,443,-5,476,0,448,-4
02195,0,0,0,0,0,0
