fips,Scenario_1_sum,Scenario_1_diff,Scenario_2_sum,Scenario_2_diff,Scenario_3_sum,Scenario_3_diff
01001,379,-51,383,-51,382,-51
01003,738,-97,758,-94,738,-96
01005,79,-9,78,-9,76,-9
01007,82,-10,84,-10,83,-10
01009,259,-28,262,-27,258,-28
01011,16,-3,16,-3,16,-3
01013,124,-11,127,-10,124,-11
01015,756,-70,773,-65,761,-69
01017,76,-11,78,-10,75,-11
01019,77,-11,76,-11,76,-11
01021,179,-22,185,-22,181,-23
01023,112,-9,118,-8,111,-9
01025,72,-11,73,-11,73,-11
01027,64,-9,67,-9,65,-9
01029,67,-8,69,-8,68,-8
01031,170,-24,174,-24,173,-24
01033,252,-36,254,-36,251,-36
01035,27,-5,26,-5,27,-5
01037,50,-6,51,-6,50,-6
01039,288,-46,289,-46,289,-46
01041,66,-10,68,-10,66,-10
01043,418,-58,421,-58,417,-58
01045,287,-24,299,-22,286,-24
01047,193,-19,198,-18,190,-19
01049,353,-35,369,-32,353,-35
01051,370,-50,373,-49,370,-50
01053,132,-15,133,-15,130,-16
01055,546,-56,578,-51,553,-56
01057,61,-10,63,-10,62,-10
01059,209,-27,208,-27,206,-27
01061,181,-12,195,-9,186,-12
01063,20,-3,20,-3,20,-3
01065,50,-5,52,-5,50,-6
01067,71,-10,73,-9,71,-9
01069,491,-45,509,-42,491,-46
01071,330,-42,334,-41,328,-42
01073,2267,-288,2322,-278,2267,-287
01075,62,-7,65,-7,62,-7
01077,415,-55,423,-54,413,-55
01079,138,-17,138,-17,137,-17
01081,455,-57,453,-56,451,-58
01083,414,-48,421,-46,411,-49
01085,46,-5,48,-5,48,-6
01087,64,-9,66,-8,64,-9
01089,1977,-219,2036,-207,1964,-219
01091,108,-4,111,-4,108,-4
01093,112,-16,113,-16,112,-16
01095,439,-66,440,-66,439,-66
01097,1510,-150,1585,-136,1522,-149
01099,97,-11,97,-11,99,-10
01101,929,-137,933,-136,929,-137
01103,594,-79,602,-77,597,-79
01105,30,-4,31,-4,29,-4
01107,59,-5,58,-5,57,-5
01109,153,-17,155,-16,154,-17
01111,95,-10,98,-10,94,-10
01113,280,-12,284,-10,282,-11
01115,344,-34,355,-33,341,-35
01117,780,-106,786,-105,781,-106
01119,47,-7,46,-7,46,-7
01121,270,-36,269,-36,268,-36
01123,113,-17,113,-17,113,-17
01125,673,-74,693,-68,672,-75
01127,389,-58,389,-58,389,-58
01129,181,-5,192,-4,181,-5
01131,53,-6,52,-5,50,-6
01133,173,-25,173,-25,174,-25
02013,54,-5,57,-4,56,-5
02016,40,-4,41,-4,40,-4
02020,2600,-272,2706,-253,2603,-273
02050,444,-31,447,-31,439,-31
02060,0,0,0,0,0,0
02068,0,0,0,0,0,0
02070,193,-9,207,-7,195,-9
02090,869,-115,873,-114,866,-115
02100,23,-1,28,-1,26,-1
02105,0,0,0,0,0,0
02110,332,-25,344,-23,333,-26
02122,883,-67,915,-62,882,-67
02130,286,-18,297,-17,289,-17
02150,415,-6,431,-3,418,-4
02158,150,-16,154,-16,152,-16
02164,12,-2,14,-2,10,-2
02170,1025,-126,1034,-124,1028,-125
02180,698,-43,752,-36,697,-44
02185,513,-19,532,-16,512,-19
02188,434,-21,463,-15,432,-20
02195,0,0,0,0,0,0
02198,205,-6,217,-5,207,-6
02220,149,-9,154,-9,148,-10
02230,0,0,0,0,0,0
02240,157,-9,165,-8,164,-8
02261,0,0,0,0,0,0
02275,2,-1,2,-1,2,-1
02282,0,0,0,0,0,0
02290,52,-3,55,-2,51,-3
04001,572,-51,574,-51,569,-52
04003,1057,-113,1112,-104,1064,-112
04005,834,-87,866,-80,834,-87
04007,558,-60,580,-55,560,-59
04009,626,-16,615,-19,630,-17
04011,65,-5,67,-4,63,-5
04012,204,-7,205,-7,204,-6
04013,23618,-2249,24547,-2065,23670,-2233
04015,1172,-123,1218,-116,1169,-124
04017,757,-78,794,-73,758,-78
04019,6450,-628,6722,-583,6469,-623
04021,2308,-296,2321,-296,2319,-296
04023,496,-60,508,-57,493,-59
04025,1096,-107,1132,-100,1105,-107
04027,814,-108,822,-106,814,-108
05001,56,-8,57,-8,56,-8
05003,105,-11,106,-10,106,-11
05005,89,-12,87,-12,88,-12
05007,807,-107,821,-104,807,-107
05009,122,-15,122,-15,123,-15
05011,34,-5,33,-5,33,-5
05013,20,-3,20,-3,20,-3
05015,132,-4,128,-4,133,-3
05017,36,-4,33,-3,35,-4
05019,99,-7,104,-6,103,-7
05021,144,-9,149,-7,143,-9
05023,188,-11,195,-10,186,-11
05025,18,-4,18,-4,18,-4
05027,367,3,368,3,362,5
05029,107,-9,113,-8,109,-9
05031,682,-43,721,-37,676,-44
05033,167,-22,165,-21,163,-22
05035,119,-13,122,-12,117,-13
05037,52,-6,53,-6,55,-6
05039,22,-3,24,-3,25,-3
05041,30,-4,30,-4,31,-4
05043,66,-7,67,-7,66,-7
05045,507,-56,532,-53,509,-57
05047,44,-4,44,-4,43,-4
05049,23,-4,23,-4,23,-4
05051,442,-59,444,-59,443,-59
05053,114,-5,118,-5,116,-5
05055,212,-22,224,-21,216,-22
05057,157,-5,163,-4,162,-3
05059,177,-19,186,-18,177,-19
05061,43,-3,42,-3,43,-3
05063,562,-13,610,-5,565,-13
05065,70,-6,74,-5,70,-6
05067,110,-10,109,-10,109,-11
05069,171,-16,177,-14,169,-16
05071,168,-4,168,-6,167,-4
05073,9,-1,10,-1,9,-1
05075,184,-10,195,-8,188,-9
05077,11,-2,10,-2,10,-2
05079,54,-5,55,-5,55,-5
05081,68,-5,68,-6,67,-5
05083,130,-7,135,-7,133,-7
05085,222,-26,234,-24,223,-25
05087,85,-5,84,-6,86,-6
05089,58,-6,59,-6,60,-6
05091,322,1,326,2,334,2
05093,177,-19,185,-17,175,-19
05095,13,-3,13,-3,13,-3
05097,20,-2,20,-2,20,-2
05099,35,-4,37,-3,38,-3
05101,19,-2,19,-1,20,-2
05103,135,-10,142,-9,135,-10
05105,58,-4,57,-4,57,-4
05107,49,-4,48,-4,50,-4
05109,55,-5,56,-5,56,-5
05111,79,-9,81,-9,80,-9
05113,137,-4,145,-3,140,-4
05115,315,-34,331,-32,317,-34
05117,27,-4,26,-4,26,-4
05119,1702,-149,1803,-131,1714,-148
05121,99,-12,101,-12,99,-12
05123,48,-8,48,-8,48,-8
05125,327,-39,336,-37,325,-38
05127,39,-5,41,-5,41,-4
05129,66,-3,70,-2,65,-3
05131,379,-42,386,-41,374,-41
05133,132,-4,133,-4,127,-5
05135,317,-10,343,-6,316,-10
05137,109,-8,116,-7,115,-8
05139,121,-10,121,-10,116,-10
05141,111,-4,112,-4,110,-3
