fips,Scenario_1_sum,Scenario_1_diff,Scenario_2_sum,Scenario_2_diff,Scenario_3_sum,Scenario_3_diff
01001,232,2,233,2,237,3
01003,654,-4,658,-7,668,-2
01005,109,-3,118,-2,111,-3
01007,68,-2,73,-1,74,-1
01009,314,3,314,3,323,5
01011,22,-1,22,-1,23,-1
01013,105,0,105,0,106,0
01015,390,-13,417,-10,390,-14
01017,113,-5,117,-3,117,-3
01019,93,-1,99,0,100,0
01021,99,0,97,1,102,1
01023,11,1,15,1,13,1
01025,52,-3,55,-3,52,-3
01027,74,-1,78,-1,75,-1
01029,69,1,69,0,70,1
01031,297,0,291,0,304,2
01033,246,-3,252,-2,244,-3
01035,55,1,57,1,53,1
01037,14,-1,19,0,14,0
01039,240,4,240,2,247,5
01041,50,-2,53,-1,51,-2
01043,317,-4,318,-5,313,-5
01045,218,1,225,1,224,2
01047,521,15,513,14,524,17
01049,367,10,353,5,379,12
01051,363,-3,373,-2,372,-2
01053,202,-2,205,-1,207,-2
01055,243,-3,246,-2,248,-1
01057,23,0,23,-1,26,0
01059,109,-2,114,-2,109,-2
01061,122,3,122,2,125,3
01063,14,0,14,0,10,-1
01065,32,0,33,0,32,0
01067,109,2,108,1,107,1
01069,487,-2,496,-1,498,0
01071,203,-4,211,-2,206,-3
01073,3072,13,3099,13,3147,29
01075,28,1,29,1,28,1
01077,483,1,495,-1,496,2
01079,104,0,109,1,111,1
01081,686,13,682,8,701,13
01083,499,0,492,-2,504,2
01085,28,-1,31,-1,30,-1
01087,89,-1,94,-1,90,-2
01089,1128,-11,1144,-12,1149,-9
01091,30,-2,31,-2,30,-2
01093,114,2,107,1,115,3
01095,583,9,571,3,589,10
01097,1292,10,1278,2,1311,18
01099,192,6,187,4,199,8
01101,1071,-13,1109,-11,1099,-14
01103,565,-2,583,-2,572,-3
01105,21,0,22,1,21,0
01107,43,-1,44,-1,43,-1
01109,87,-1,83,-1,84,0
01111,131,2,129,1,129,1
01113,172,3,169,1,174,3
01115,414,-3,435,-1,426,-2
