fips,Scenario_1_sum,Scenario_1_diff,Scenario_2_sum,Scenario_2_diff,Scenario_3_sum,Scenario_3_diff
01001,169,-6,170,-6,165,-7
01003,503,-27,511,-24,505,-25
01005,87,-4,90,-3,89,-3
01007,56,-4,57,-4,54,-4
01009,307,3,312,2,315,4
01011,16,-2,16,-2,16,-2
01013,79,-4,87,-2,83,-4
01015,2903,179,2634,118,3024,203
01017,50,-4,52,-4,53,-4
01019,62,-3,62,-3,63,-3
01021,108,-1,105,-2,110,-1
01023,0,0,0,0,0,0
01025,41,-3,42,-3,40,-3
01027,35,-1,36,-1,35,-1
01029,96,-8,96,-8,96,-8
01031,258,0,268,1,263,2
01033,185,-8,196,-6,186,-8
01035,9,-1,9,-1,10,-1
01037,45,0,43,-1,43,-1
01039,56,-3,59,-3,59,-3
01041,30,-2,31,-2,32,-2
01043,505,-17,521,-14,513,-17
01045,131,-5,132,-4,129,-5
01047,130,-1,130,-1,129,-2
01049,147,-5,154,-3,150,-4
01051,365,-5,369,-4,359,-7
01053,193,-1,205,1,195,-1
01055,350,-6,363,-3,356,-3
01057,76,-2,78,-2,75,-2
01059,147,-11,153,-10,147,-11
01061,14,-2,14,-2,14,-2
01063,6,-1,5,-1,4,-1
01065,15,-2,14,-2,14,-2
01067,25,-3,28,-2,23,-3
01069,369,-13,374,-11,373,-11
01071,93,-6,95,-6,94,-6
01073,2096,-79,2164,-70,2113,-77
01075,27,-3,29,-2,28,-3
01077,230,-10,238,-8,229,-9
01079,86,-3,89,-3,87,-3
01081,450,-10,441,-10,448,-10
01083,573,-11,596,-9,579,-10
01085,31,-1,31,-1,32,-1
01087,54,-4,55,-4,52,-4
01089,1173,-25,1221,-17,1197,-23
01091,46,-2,48,-1,46,-1
01093,34,-4,36,-4,34,-3
01095,318,-6,325,-7,319,-4
01097,1349,2,1388,7,1381,5
01099,29,-2,29,-2,29,-2
01101,772,-26,805,-19,778,-23
01103,390,-17,406,-15,394,-18
01105,10,-1,11,-1,10,-1
01107,37,-2,37,-2,37,-2
01109,47,-3,51,-3,48,-3
01111,47,-4,46,-4,51,-3
01113,112,-4,110,-4,111,-4
01115,564,-18,562,-21,574,-16
01117,813,-21,819,-21,821,-22
01119,24,1,22,0,27,1
01121,62,1,59,0,63,1
01123,2,-1,2,-1,3,-1
01125,541,-40,562,-38,551,-40
01127,280,-14,291,-11,277,-14
01129,6,-1,6,-1,6,-1
01131,35,-1,37,-1,32,-1
01133,38,-3,36,-4,38,-3
02013,0,0,0,0,0,0
02016,0,0,0,0,0,0
02020,785,-18,818,-14,790,-16
02050,74,-6,79,-5,74,-5
02060,0,0,0,0,0,0
02068,2,-1,2,-1,2,-1
02070,0,0,0,0,0,0
02090,245,-8,259,-7,249,-9
02100,0,0,0,0,0,0
02105,0,0,0,0,0,0
02110,115,-3,121,-2,116,-3
02122,157,-6,162,-6,155,-6
02130,4,0,6,0,6,0
02150,21,0,21,0,21,0
02158,33,-1,35,-1,30,-1
02164,0,0,0,0,0,0
02170,274,-5,283,-4,275,-6
02180,47,-2,50,-1,46,-2
02185,14,0,19,0,12,-1
02188,0,0,4,0,0,0
02195,0,0,0,0,0,0
02198,0,0,0,0,0,0
02220,23,0,24,0,24,0
02230,0,0,0,0,0,0
02240,0,0,0,0,0,0
02261,0,0,0,0,0,0
02275,0,0,0,0,0,0
02282,0,0,0,0,0,0
02290,0,0,0,0,0,0
04001,395,-9,402,-10,399,-7
04003,163,-10,165,-9,158,-10
04005,206,-4,211,-3,207,-3
04007,78,-6,78,-6,75,-6
04009,33,-4,31,-4,32,-4
04011,0,0,0,0,0,0
04012,1,0,1,0,1,0
04013,5838,-169,6103,-125,5937,-154
04015,14,-3,15,-3,14,-3
04017,149,-12,158,-11,150,-12
04019,2022,-50,2101,-39,2039,-47
04021,616,-25,667,-18,629,-26
04023,54,-5,56,-5,54,-5
04025,348,-9,362,-6,351,-9
04027,232,-9,239,-8,237,-9
05001,110,-3,118,-2,116,-2
05003,174,0,183,1,180,-1
05005,192,0,190,-1,195,1
05007,739,-12,762,-9,760,-10
05009,177,1,183,2,183,2
05011,76,-3,76,-2,74,-2
05013,8,-1,7,-1,5,-1
05015,137,1,138,1,143,2
05017,21,-1,21,-1,21,-1
05019,77,-2,80,-2,77,-3
05021,55,-1,56,-1,54,-1
05023,112,-3,121,-2,117,-3
05025,43,0,46,0,42,0
05027,168,3,167,2,173,2
05029,59,-2,65,-1,63,-2
05031,1286,11,1274,5,1310,10
05033,185,-1,191,-1,188,-1
05035,120,-1,123,0,121,0
05037,50,1,45,0,50,1
05039,20,0,22,0,21,0
05041,71,1,67,0,70,0
05043,91,-3,89,-2,91,-3
05045,864,-7,899,-1,881,-4
05047,42,-1,41,-2,40,-1
05049,31,0,32,-1,34,-1
05051,590,7,593,7,613,10
05053,64,-2,63,-2,63,-2
05055,308,-5,317,-4,312,-5
05057,71,-1,69,0,70,-1
05059,145,-2,148,-1,145,-2
05061,47,-1,47,-1,46,-1
05063,192,-6,199,-5,197,-6
05065,66,-1,68,-1,66,-1
05067,168,-1,175,0,179,0
05069,474,5,483,4,478,3
05071,148,-1,153,-1,159,0
05073,0,0,0,0,0,0
05075,153,4,143,1,155,4
05077,37,2,36,1,43,3
05079,19,0,20,0,20,0
05081,57,0,53,0,58,0
05083,97,-1,98,-1,94,-1
05085,343,-6,356,-4,345,-5
05087,61,-1,65,-1,65,-1
05089,31,-2,31,-2,34,-2
05091,138,-3,142,-2,138,-2
05093,250,-6,260,-5,258,-6
05095,4,0,2,0,3,0
05097,0,0,0,0,0,0
05099,20,-1,21,0,19,0
05101,20,0,19,0,21,0
05103,88,-1,93,-1,91,0
05105,43,0,43,0,42,0
05107,30,-1,35,0,31,-1
05109,15,1,14,1,15,1
05111,13,-1,18,0,17,-1
05113,50,-1,49,-1,49,-1
05115,186,-5,193,-5,194,-4
05117,39,-2,43,-1,37,-2
05119,2107,-5,2172,-1,2140,-1
05121,109,-4,115,-2,109,-3
05123,94,-3,102,-2,95,-3
05125,563,1,584,3,578,4
05127,31,0,31,1,34,0
05129,2,-1,2,-1,4,-1
05131,641,3,651,2,650,1
05133,70,-1,74,-1,71,-1
05135,103,-3,101,-4,102,-3
05137,28,-1,30,-1,28,-1
05139,184,-1,191,-1,188,0
05141,51,1,48,1,54,1
05143,963,-18,986,-15,985,-18
05145,705,-6,720,-3,706,-4
05147,22,-2,25,-1,25,-1
05149,46,-3,44,-3,45,-3
06001,12639,825,11498,561,13116,907
06003,0,0,0,0,0,0
06005,64,-2,68,-1,66,-2
06007,887,18,908,22,909,20
06009,49,-1,50,-1,48,-1
06011,118,7,113,5,126,7
06013,5951,126,5959,108,6087,144
06015,61,0,59,0,57,0
06017,328,2,336,3,331,2
06019,4230,48,4344,54,4323,56
06021,44,0,47,0,45,1
06023,1010,18,1027,16,1019,19
06025,1014,12,1055,15,1042,12
06027,42,0,44,0,42,0
06029,1460,-181,1472,-181,1455,-182
06031,654,-2,675,1,653,-2
06033,192,2,198,2,193,3
06035,26,-1,26,-1,28,-1
06037,25438,-515,26834,-276,25676,-465
06039,789,2,833,7,808,3
06041,751,17,744,15,752,15
06043,43,-3,42,-3,42,-3
06045,222,2,231,3,224,2
06047,1145,16,1176,19,1182,18
06049,0,0,0,0,0,0
06051,0,0,0,0,0,0
06053,1254,26,1277,27,1269,25
06055,456,7,458,7,468,9
06057,323,5,323,4,324,6
06059,1550,-205,1553,-205,1557,-205
06061,1134,30,1111,20,1154,33
06063,21,0,21,0,21,0
06065,11779,243,11890,238,12093,300
06067,6290,173,6247,135,6461,208
06069,236,-2,249,0,245,-1
06071,15495,325,15706,316,15775,351
06073,3183,-241,3328,-216,3198,-241
06075,1480,14,1514,19,1500,20
06077,3613,92,3588,81,3643,95
06079,682,10,669,9,683,12
06081,2560,45,2567,38,2600,53
06083,1423,0,1487,12,1443,6
06085,21328,1638,18562,965,22085,1749
06087,1056,12,1074,12,1072,13
06089,561,10,559,9,553,10
06091,0,0,0,0,0,0
06093,267,13,239,7,276,15
06095,2076,43,2101,39,2127,49
06097,3283,166,3138,126,3368,175
06099,360,-50,362,-50,361,-50
06101,549,17,543,12,571,19
06103,202,1,208,2,210,2
06105,6,1,9,1,8,1
06107,1794,29,1827,34,1829,37
06109,177,-3,188,-1,182,-2
06111,4069,113,4039,94,4164,113
06113,569,13,582,14,596,17
06115,37,-1,36,-1,37,-1
08001,732,-15,754,-12,749,-13
08003,42,0,42,0,43,0
08005,1504,-4,1541,1,1539,6
08007,0,0,0,0,0,0
08009,0,0,0,0,0,0
08011,48,-4,52,-4,48,-4
08013,987,-4,1020,-2,1004,-4
08014,140,-1,144,0,144,0
08015,20,0,20,0,21,0
08017,0,0,0,0,0,0
08019,0,0,0,0,0,0
08021,0,0,0,0,0,0
08023,0,0,0,0,0,0
08025,0,0,0,0,0,0
08027,0,0,0,0,0,0
08029,21,0,21,0,21,0
08031,1522,-4,1562,0,1550,5
08033,0,0,0,0,0,0
08035,423,-12,445,-9,435,-8
08037,72,-2,74,-2,73,-1
08039,1,-1,1,-1,1,-1
08041,1383,-25,1438,-17,1406,-23
08043,81,-2,81,-2,81,-2
08045,143,1,150,0,144,-1
08047,0,0,0,0,0,0
08049,0,0,0,0,0,0
08051,0,0,0,0,0,0
08053,0,0,0,0,0,0
08055,0,0,0,0,0,0
08057,0,0,0,0,0,0
08059,1051,-3,1084,-3,1075,-3
08061,0,0,0,0,0,0
08063,12,1,15,1,16,1
08065,0,0,0,0,0,0
08067,206,2,213,3,212,3
08069,1120,-11,1153,-2,1135,-2
08071,28,-1,28,-1,27,-1
08073,0,0,0,0,0,0
08075,35,-2,38,-2,34,-2
08077,183,-5,190,-4,188,-4
08079,0,0,0,0,0,0
08081,0,0,0,0,0,0
08083,18,-2,19,-2,19,-2
08085,91,1,82,-2,89,-1
08087,34,0,40,0,40,0
08089,35,-1,37,-1,35,-1
08091,0,0,0,0,0,0
08093,0,0,0,0,0,0
08095,0,0,0,0,0,0
08097,45,0,47,0,45,0
08099,48,-1,48,-1,51,-1
08101,654,-7,669,-4,661,-5
08103,0,0,0,0,0,0
08105,32,-1,34,0,34,-1
08107,64,4,47,1,66,4
08109,0,0,0,0,0,0
08111,0,0,0,0,0,0
08113,0,0,0,0,0,0
08115,0,0,0,0,0,0
08117,29,-1,29,-1,31,-1
08119,32,1,34,0,35,1
08121,14,1,16,1,15,0
08123,660,-10,685,-8,675,-7
08125,0,0,0,0,0,0
09001,2166,-37,2256,-22,2175,-37
09003,2675,-39,2806,-14,2714,-27
09005,550,6,559,6,564,6
09007,491,-3,499,0,505,-1
09009,2873,-33,2998,-20,2901,-34
09011,780,-16,805,-11,788,-14
09013,199,-4,208,-3,205,-4
09015,255,-2,263,-2,263,-2
10001,613,-8,624,-4,621,-8
10003,2816,22,2874,25,2864,24
10005,631,-9,657,-4,635,-7
11001,1415,-8,1472,0,1433,-5
12001,1282,-10,1332,-5,1297,-9
12003,161,-3,172,-2,166,-3
12005,647,-9,674,-6,647,-9
12007,76,-4,82,-3,80,-3
12009,1972,-59,2048,-43,2000,-49
12011,7315,-96,7669,-62,7452,-85
12013,21,-3,24,-3,24,-2
12015,602,-11,617,-10,612,-10
12017,649,0,664,1,663,0
