county,id,date,2.5pctl,25pctl,50pctl,75pctl,97.5pctl
Kings County NY,36047,04/05/20,-58,126,205,265,333
Queens County NY,36081,04/05/20,-495,-273,-177,-95,24
New York County NY,36061,04/05/20,691,1029,1123,1207,1311
Bronx County NY,36005,04/05/20,96,255,310,348,405
Richmond County NY,36085,04/05/20,-50,24,57,84,128
Westchester County NY,36119,04/05/20,-453,-103,23,143,277
Bergen County NJ,34003,04/05/20,12,110,157,192,239
Hudson County NJ,34017,04/05/20,-42,14,39,60,93
Passaic County NJ,34031,04/05/20,27,63,81,96,109
Putnam County NY,36079,04/05/20,-17,6,25,26,26
Rockland County NY,36087,04/05/20,-71,-20,4,16,29
Kings County NY,36047,04/06/20,-101,106,196,259,332
Queens County NY,36081,04/06/20,-580,-332,-215,-127,3
New York County NY,36061,04/06/20,628,1002,1104,1194,1306
Bronx County NY,36005,04/06/20,86,254,310,349,405
Richmond County NY,36085,04/06/20,-77,13,49,78,125
Westchester County NY,36119,04/06/20,-453,-95,31,150,280
Bergen County NJ,34003,04/06/20,-17,98,147,186,236
Hudson County NJ,34017,04/06/20,-55,6,35,57,92
Passaic County NJ,34031,04/06/20,18,59,77,93,109
Putnam County NY,36079,04/06/20,-18,5,25,26,26
Rockland County NY,36087,04/06/20,-75,-21,3,15,29
Kings County NY,36047,04/07/20,-154,80,182,252,330
Queens County NY,36081,04/07/20,-694,-401,-262,-161,-16
New York County NY,36061,04/07/20,543,967,1079,1180,1302
Bronx County NY,36005,04/07/20,71,251,309,348,405
Richmond County NY,36085,04/07/20,-102,0,40,72,122
Westchester County NY,36119,04/07/20,-463,-89,40,158,282
Bergen County NJ,34003,04/07/20,-58,82,136,178,232
Hudson County NJ,34017,04/07/20,-76,-1,30,53,90
Passaic County NJ,34031,04/07/20,8,53,73,90,109
Putnam County NY,36079,04/07/20,-20,4,25,26,26
Rockland County NY,36087,04/07/20,-82,-23,2,14,29
Kings County NY,36047,04/08/20,-219,47,165,242,329
Queens County NY,36081,04/08/20,-821,-477,-317,-203,-38
New York County NY,36061,04/08/20,448,929,1051,1162,1298
Bronx County NY,36005,04/08/20,50,247,308,348,405
Richmond County NY,36085,04/08/20,-137,-15,31,64,118
Westchester County NY,36119,04/08/20,-476,-87,50,166,283
Bergen County NJ,34003,04/08/20,-103,65,124,169,229
Hudson County NJ,34017,04/08/20,-98,-12,24,48,89
Passaic County NJ,34031,04/08/20,-5,46,67,86,108
Putnam County NY,36079,04/08/20,-24,4,24,26,26
Rockland County NY,36087,04/08/20,-88,-26,0,13,29
Kings County NY,36047,04/09/20,-309,5,146,230,326
Queens County NY,36081,04/09/20,-994,-570,-386,-249,-67
New York County NY,36061,04/09/20,307,882,1017,1140,1292
Bronx County NY,36005,04/09/20,24,242,305,347,405
Richmond County NY,36085,04/09/20,-178,-33,19,56,114
Westchester County NY,36119,04/09/20,-488,-85,57,171,283
Bergen County NJ,34003,04/09/20,-155,42,109,159,226
Hudson County NJ,34017,04/09/20,-121,-25,16,43,86
Passaic County NJ,34031,04/09/20,-21,38,61,82,107
Putnam County NY,36079,04/09/20,-28,2,23,26,26
Rockland County NY,36087,04/09/20,-98,-30,-2,13,29
Kings County NY,36047,04/10/20,-430,-41,122,216,322
Queens County NY,36081,04/10/20,-1194,-682,-461,-305,-92
New York County NY,36061,04/10/20,131,824,977,1121,1286
Bronx County NY,36005,04/10/20,-9,235,302,346,405
Richmond County NY,36085,04/10/20,-230,-55,4,46,110
Westchester County NY,36119,04/10/20,-519,-85,64,178,286
Bergen County NJ,34003,04/10/20,-218,15,91,148,222
Hudson County NJ,34017,04/10/20,-152,-39,8,37,84
Passaic County NJ,34031,04/10/20,-41,28,53,77,105
Putnam County NY,36079,04/10/20,-33,1,22,26,26
Rockland County NY,36087,04/10/20,-111,-34,-5,11,29
Kings County NY,36047,04/11/20,-570,-99,92,198,316
Queens County NY,36081,04/11/20,-1436,-828,-552,-367,-122
New York County NY,36061,04/11/20,-74,758,929,1094,1280
Bronx County NY,36005,04/11/20,-50,221,294,343,404
Richmond County NY,36085,04/11/20,-296,-78,-12,36,105
Westchester County NY,36119,04/11/20,-554,-86,72,184,287
Bergen County NJ,34003,04/11/20,-314,-16,69,135,218
Hudson County NJ,34017,04/11/20,-196,-56,-2,30,81
Passaic County NJ,34031,04/11/20,-66,16,46,72,104
Putnam County NY,36079,04/11/20,-39,-1,21,26,26
Rockland County NY,36087,04/11/20,-129,-41,-9,10,29
Kings County NY,36047,04/12/20,-768,-174,54,177,311
Queens County NY,36081,04/12/20,-1719,-994,-653,-433,-152
New York County NY,36061,04/12/20,-317,675,872,1066,1271
Bronx County NY,36005,04/12/20,-102,204,285,338,403
Richmond County NY,36085,04/12/20,-385,-106,-30,25,99
Westchester County NY,36119,04/12/20,-618,-93,77,188,289
Bergen County NJ,34003,04/12/20,-429,-54,47,121,212
Hudson County NJ,34017,04/12/20,-261,-78,-14,22,78
Passaic County NJ,34031,04/12/20,-100,-1,37,65,101
Putnam County NY,36079,04/12/20,-47,-4,19,25,26
Rockland County NY,36087,04/12/20,-153,-48,-13,8,29
Kings County NY,36047,04/13/20,-1017,-263,12,153,303
Queens County NY,36081,04/13/20,-2104,-1195,-772,-520,-190
New York County NY,36061,04/13/20,-611,573,802,1032,1263
Bronx County NY,36005,04/13/20,-172,180,274,331,400
Richmond County NY,36085,04/13/20,-494,-143,-51,10,94
Westchester County NY,36119,04/13/20,-719,-109,78,191,291
Bergen County NJ,34003,04/13/20,-580,-100,17,102,208
Hudson County NJ,34017,04/13/20,-324,-104,-27,12,73
Passaic County NJ,34031,04/13/20,-136,-18,25,56,99
Putnam County NY,36079,04/13/20,-60,-7,17,24,26
Rockland County NY,36087,04/13/20,-189,-57,-19,5,28
Kings County NY,36047,04/14/20,-1328,-377,-39,121,292
