county,id,day_to_overload
Kings County NY,36047,NA
Queens County NY,36081,0
New York County NY,36061,NA
Bronx County NY,36005,NA
Richmond County NY,36085,6
Westchester County NY,36119,0
Bergen County NJ,34003,10
Hudson County NJ,34017,NA
Passaic County NJ,34031,NA
Putnam County NY,36079,14
Rockland County NY,36087,NA
