county,id,day_to_overload
Kings County NY,36047,12
Queens County NY,36081,0
New York County NY,36061,18
Bronx County NY,36005,18
Richmond County NY,36085,9
Westchester County NY,36119,18
Bergen County NJ,34003,12
Hudson County NJ,34017,10
Passaic County NJ,34031,13
Putnam County NY,36079,16
Rockland County NY,36087,8
