county,id,date,2.5pctl,25pctl,50pctl,75pctl,97.5pctl
Kings County NY,36047,04/09/20,73,199,228,242,265
Queens County NY,36081,04/09/20,-267,-102,-48,-4,60
New York County NY,36061,04/09/20,398,596,650,677,730
Bronx County NY,36005,04/09/20,136,212,230,239,246
Richmond County NY,36085,04/09/20,20,55,68,89,101
Westchester County NY,36119,04/09/20,-90,84,113,137,159
Bergen County NJ,34003,04/09/20,27,86,105,120,134
Hudson County NJ,34017,04/09/20,28,54,64,72,84
Passaic County NJ,34031,04/09/20,31,60,70,70,82
Putnam County NY,36079,04/09/20,-1,7,5,8,8
Rockland County NY,36087,04/09/20,-1,18,24,32,31
Kings County NY,36047,04/10/20,45,196,227,241,265
Queens County NY,36081,04/10/20,-310,-120,-60,-11,59
New York County NY,36061,04/10/20,377,589,645,675,730
Bronx County NY,36005,04/10/20,134,213,231,240,246
Richmond County NY,36085,04/10/20,10,51,65,87,100
Westchester County NY,36119,04/10/20,-97,89,118,141,162
Bergen County NJ,34003,04/10/20,16,83,103,119,133
Hudson County NJ,34017,04/10/20,24,52,64,72,84
Passaic County NJ,34031,04/10/20,29,58,69,70,82
Putnam County NY,36079,04/10/20,-2,7,5,8,8
Rockland County NY,36087,04/10/20,-2,16,23,32,31
Kings County NY,36047,04/11/20,27,191,226,240,264
Queens County NY,36081,04/11/20,-351,-140,-70,-19,55
New York County NY,36061,04/11/20,345,578,639,672,729
Bronx County NY,36005,04/11/20,121,213,231,240,246
Richmond County NY,36085,04/11/20,3,47,62,85,99
Westchester County NY,36119,04/11/20,-112,93,122,144,164
Bergen County NJ,34003,04/11/20,3,80,101,118,133
Hudson County NJ,34017,04/11/20,20,50,62,71,84
Passaic County NJ,34031,04/11/20,26,56,68,70,82
Putnam County NY,36079,04/11/20,-2,8,5,8,8
Rockland County NY,36087,04/11/20,-3,15,23,33,31
Kings County NY,36047,04/12/20,-2,184,223,238,264
Queens County NY,36081,04/12/20,-407,-165,-89,-28,51
New York County NY,36061,04/12/20,300,562,631,666,727
Bronx County NY,36005,04/12/20,107,212,231,239,247
Richmond County NY,36085,04/12/20,-5,42,59,83,98
Westchester County NY,36119,04/12/20,-133,95,123,145,166
Bergen County NJ,34003,04/12/20,-6,77,98,117,133
Hudson County NJ,34017,04/12/20,13,47,60,69,83
Passaic County NJ,34031,04/12/20,22,54,67,69,82
Putnam County NY,36079,04/12/20,-2,9,5,8,8
Rockland County NY,36087,04/12/20,-8,14,24,33,31
Kings County NY,36047,04/13/20,-34,176,218,235,263
Queens County NY,36081,04/13/20,-469,-186,-105,-38,46
New York County NY,36061,04/13/20,256,543,619,659,723
Bronx County NY,36005,04/13/20,93,209,229,238,247
Richmond County NY,36085,04/13/20,-16,37,55,80,97
Westchester County NY,36119,04/13/20,-156,93,122,146,168
Bergen County NJ,34003,04/13/20,-19,73,95,115,132
Hudson County NJ,34017,04/13/20,2,42,58,68,82
Passaic County NJ,34031,04/13/20,16,51,65,68,82
Putnam County NY,36079,04/13/20,-1,9,5,8,8
Rockland County NY,36087,04/13/20,-9,13,23,32,31
Kings County NY,36047,04/14/20,-71,167,212,231,260
Queens County NY,36081,04/14/20,-553,-208,-123,-48,42
New York County NY,36061,04/14/20,212,523,607,650,718
Bronx County NY,36005,04/14/20,78,206,227,237,247
Richmond County NY,36085,04/14/20,-35,31,51,77,96
Westchester County NY,36119,04/14/20,-185,90,121,146,170
Bergen County NJ,34003,04/14/20,-37,68,92,114,131
Hudson County NJ,34017,04/14/20,-7,37,55,66,81
Passaic County NJ,34031,04/14/20,8,48,63,67,82
Putnam County NY,36079,04/14/20,-2,9,5,8,8
Rockland County NY,36087,04/14/20,-13,11,22,32,31
Kings County NY,36047,04/15/20,-121,157,204,225,257
Queens County NY,36081,04/15/20,-641,-238,-142,-60,29
New York County NY,36061,04/15/20,148,499,593,640,713
Bronx County NY,36005,04/15/20,58,201,225,235,246
Richmond County NY,36085,04/15/20,-55,24,46,74,95
Westchester County NY,36119,04/15/20,-222,83,119,146,171
Bergen County NJ,34003,04/15/20,-58,60,88,111,130
Hudson County NJ,34017,04/15/20,-21,32,52,64,80
Passaic County NJ,34031,04/15/20,-2,43,61,66,82
Putnam County NY,36079,04/15/20,-4,8,5,8,8
Rockland County NY,36087,04/15/20,-20,10,21,31,31
Kings County NY,36047,04/16/20,-160,143,196,220,255
Queens County NY,36081,04/16/20,-729,-274,-163,-70,23
New York County NY,36061,04/16/20,82,474,576,631,711
Bronx County NY,36005,04/16/20,33,195,222,234,246
Richmond County NY,36085,04/16/20,-82,19,42,71,94
Westchester County NY,36119,04/16/20,-256,77,115,145,172
Bergen County NJ,34003,04/16/20,-82,53,83,108,128
Hudson County NJ,34017,04/16/20,-34,26,48,62,79
Passaic County NJ,34031,04/16/20,-10,40,58,64,82
Putnam County NY,36079,04/16/20,-6,7,5,8,8
Rockland County NY,36087,04/16/20,-25,7,20,30,31
Kings County NY,36047,04/17/20,-199,130,188,214,254
Queens County NY,36081,04/17/20,-847,-308,-184,-81,19
New York County NY,36061,04/17/20,11,451,561,619,707
Bronx County NY,36005,04/17/20,7,187,218,231,246
Richmond County NY,36085,04/17/20,-111,12,37,67,92
Westchester County NY,36119,04/17/20,-303,67,111,143,172
Bergen County NJ,34003,04/17/20,-102,45,79,106,127
Hudson County NJ,34017,04/17/20,-50,19,43,59,78
Passaic County NJ,34031,04/17/20,-19,36,54,62,81
Putnam County NY,36079,04/17/20,-9,6,5,8,8
Rockland County NY,36087,04/17/20,-30,5,19,29,31
Kings County NY,36047,04/18/20,-258,116,181,208,253
Queens County NY,36081,04/18/20,-953,-347,-207,-90,15
New York County NY,36061,04/18/20,-29,427,547,607,704
Bronx County NY,36005,04/18/20,-22,180,215,229,245
Richmond County NY,36085,04/18/20,-141,6,35,65,90
Westchester County NY,36119,04/18/20,-340,58,107,141,172
Bergen County NJ,34003,04/18/20,-130,39,75,104,127
Hudson County NJ,34017,04/18/20,-66,12,39,56,79
Passaic County NJ,34031,04/18/20,-28,32,51,61,81
Putnam County NY,36079,04/18/20,-13,5,5,8,8
Rockland County NY,36087,04/18/20,-36,2,17,28,31
Kings County NY,36047,04/19/20,-321,99,173,201,251
Queens County NY,36081,04/19/20,-1080,-382,-225,-99,11
New York County NY,36061,04/19/20,-72,405,532,597,699
Bronx County NY,36005,04/19/20,-44,172,211,227,245
Richmond County NY,36085,04/19/20,-175,-1,32,64,89
Westchester County NY,36119,04/19/20,-396,50,102,138,170
Bergen County NJ,34003,04/19/20,-150,31,71,102,127
Hudson County NJ,34017,04/19/20,-83,6,36,53,78
Passaic County NJ,34031,04/19/20,-41,28,49,60,81
Putnam County NY,36079,04/19/20,-19,4,4,8,8
Rockland County NY,36087,04/19/20,-45,-1,16,28,31
Kings County NY,36047,04/20/20,-376,82,164,194,250
Queens County NY,36081,04/20/20,-1184,-414,-242,-106,11
New York County NY,36061,04/20/20,-116,383,519,585,700
Bronx County NY,36005,04/20/20,-72,164,207,224,244
Richmond County NY,36085,04/20/20,-218,-10,28,62,88
Westchester County NY,36119,04/20/20,-455,39,96,134,168
Bergen County NJ,34003,04/20/20,-176,20,67,100,124
Hudson County NJ,34017,04/20/20,-99,0,31,51,76
