Fips_code,Days Until HealthCare Overwhelmed
01001,23
01003,36
01005,NA
01007,23
01009,27
01011,29
01013,39
01015,39
01017,39
01019,28
01021,29
01023,NA
01025,39
01027,NA
01029,34
01031,NA
01033,NA
01035,41
01037,35
01039,37
01041,29
01043,35
01045,NA
01047,42
01049,NA
01051,16
01053,38
01055,NA
01057,39
01059,NA
01061,NA
01063,30
01065,26
01067,NA
01069,NA
01071,NA
01073,NA
01075,NA
01077,NA
01079,40
01081,39
01083,15
01085,26
01087,26
01089,NA
01091,NA
01093,42
01095,NA
01097,38
01099,NA
01101,23
01103,33
01105,37
01107,31
01109,38
01111,34
01113,42
01115,24
01117,29
01119,39
01121,36
01123,34
01125,31
01127,30
01129,40
01131,NA
01133,40
02013,NA
02016,NA
02020,25
02050,NA
02060,NA
02068,NA
02070,NA
02090,NA
02100,NA
02105,NA
02110,NA
02122,41
02130,NA
02150,NA
02158,NA
02164,NA
02170,27
02180,NA
02185,28
02188,NA
02195,NA
02198,NA
02220,NA
02230,NA
02240,NA
02261,41
02275,NA
02282,NA
02290,NA
04001,36
04003,32
04005,NA
04007,31
04009,38
04011,NA
04012,38
04013,21
04015,42
04017,40
04019,21
04021,18
04023,26
04025,40
04027,37
05001,38
05003,NA
05005,NA
05007,NA
05009,NA
05011,NA
05013,NA
05015,NA
05017,NA
05019,42
05021,NA
05023,24
05025,NA
05027,NA
05029,32
05031,NA
05033,NA
05035,11
05037,29
05039,NA
05041,NA
05043,NA
05045,31
05047,NA
05049,NA
05051,41
05053,28
05055,NA
05057,NA
05059,35
05061,NA
05063,NA
05065,NA
05067,NA
05069,41
05071,NA
05073,NA
05075,NA
05077,39
05079,39
05081,NA
05083,NA
05085,16
05087,NA
05089,NA
05091,38
05093,NA
05095,40
05097,NA
05099,NA
05101,NA
05103,NA
05105,32
05107,NA
05109,NA
05111,30
05113,NA
05115,NA
05117,37
05119,41
05121,NA
05123,33
05125,26
05127,NA
05129,NA
05131,NA
05133,NA
05135,NA
05137,NA
05139,NA
05141,33
05143,NA
05145,36
05147,NA
05149,NA
06001,27
06003,NA
06005,31
06007,NA
06009,26
06011,37
06013,20
06015,NA
06017,20
06019,25
06021,NA
06023,36
06025,33
06027,NA
06029,29
06031,33
06033,41
06035,42
06037,25
06039,31
06041,31
06043,33
06045,NA
06047,23
06049,NA
06051,NA
06053,34
06055,37
06057,28
06059,19
06061,29
06063,37
06065,25
06067,32
06069,20
06071,29
06073,23
06075,26
06077,23
06079,27
06081,28
06083,23
06085,32
06087,31
06089,NA
06091,NA
06093,NA
06095,30
06097,35
06099,29
06101,24
06103,NA
06105,NA
06107,28
06109,33
06111,29
06113,24
06115,40
08001,22
08003,NA
08005,16
08007,NA
08009,NA
08011,NA
08013,19
08014,21
08015,32
08017,NA
08019,20
08021,NA
08023,NA
08025,NA
08027,42
08029,17
08031,15
08033,NA
08035,19
08037,1
08039,15
08041,13
08043,24
08045,31
08047,21
08049,27
08051,1
08053,37
08055,40
08057,41
08059,14
08061,NA
08063,NA
08065,18
08067,NA
08069,13
08071,40
08073,30
08075,39
08077,31
08079,NA
08081,27
08083,NA
08085,27
08087,30
08089,42
08091,42
08093,18
08095,NA
08097,22
08099,NA
08101,29
08103,38
08105,NA
08107,8
08109,NA
08111,NA
08113,NA
08115,NA
08117,29
08119,16
08121,NA
08123,4
08125,NA
09001,1
09003,12
09005,5
09007,12
09009,11
09011,14
09013,13
09015,19
10001,30
10003,18
10005,28
11001,27
12001,34
12003,12
12005,NA
12007,19
12009,39
12011,12
12013,42
12015,24
12017,32
12019,22
12021,18
12023,34
12027,22
12029,37
12031,40
12033,24
12035,16
12037,NA
12039,24
12041,22
12043,27
12045,NA
12047,32
12049,28
12051,24
12053,29
12055,38
12057,20
12059,33
12061,36
12063,NA
12065,38
12067,40
12069,23
12071,17
12073,36
12075,19
12077,NA
12079,33
12081,25
12083,29
12085,32
12086,12
12087,12
12089,22
12091,30
12093,32
12095,37
12097,32
12099,19
12101,26
12103,27
12105,34
12107,13
12109,31
12111,26
12113,20
12115,18
12117,16
12119,1
12121,23
12123,NA
12125,23
12127,32
12129,32
12131,29
12133,37
13001,NA
13003,NA
13005,NA
13007,33
13009,NA
