county,id,date,2.5pctl,25pctl,50pctl,75pctl,97.5pctl
Rockland County NY,36087,04/20/20,-1525,-1130,-861,-584,-250
Kings County NY,36047,04/21/20,-10153,-5140,-3278,-2240,-850
Queens County NY,36081,04/21/20,-10671,-5871,-4285,-3066,-1145
New York County NY,36061,04/21/20,-4853,-2426,-731,456,1899
Bronx County NY,36005,04/21/20,-5705,-3245,-1893,-1178,-92
Richmond County NY,36085,04/21/20,-1784,-942,-538,-184,105
Westchester County NY,36119,04/21/20,-3802,-2756,-2015,-1266,-400
Bergen County NJ,34003,04/21/20,-3474,-1812,-989,-394,33
Hudson County NJ,34017,04/21/20,-1195,-653,-336,-159,32
Passaic County NJ,34031,04/21/20,-1233,-522,-274,-99,132
Putnam County NY,36079,04/21/20,-382,-169,-116,-73,-11
Rockland County NY,36087,04/21/20,-1674,-1247,-952,-643,-281
Kings County NY,36047,04/22/20,-11252,-5778,-3643,-2540,-899
Queens County NY,36081,04/22/20,-11683,-6482,-4796,-3389,-1265
New York County NY,36061,04/22/20,-5504,-2868,-1155,253,1772
Bronx County NY,36005,04/22/20,-6278,-3679,-2183,-1427,-160
Richmond County NY,36085,04/22/20,-2008,-1093,-658,-252,68
Westchester County NY,36119,04/22/20,-4024,-2999,-2206,-1393,-409
Bergen County NJ,34003,04/22/20,-3896,-2166,-1222,-496,-26
Hudson County NJ,34017,04/22/20,-1438,-785,-407,-241,34
Passaic County NJ,34031,04/22/20,-1416,-635,-339,-148,115
Putnam County NY,36079,04/22/20,-427,-196,-138,-92,-18
Rockland County NY,36087,04/22/20,-1781,-1338,-1040,-693,-312
Kings County NY,36047,04/23/20,-12243,-6509,-3948,-2841,-1020
Queens County NY,36081,04/23/20,-12367,-7171,-5241,-3699,-1326
New York County NY,36061,04/23/20,-6390,-3252,-1496,-20,1649
Bronx County NY,36005,04/23/20,-6889,-4121,-2466,-1588,-212
Richmond County NY,36085,04/23/20,-2242,-1236,-765,-325,47
Westchester County NY,36119,04/23/20,-4314,-3229,-2332,-1463,-426
Bergen County NJ,34003,04/23/20,-4377,-2503,-1412,-633,-63
Hudson County NJ,34017,04/23/20,-1684,-919,-504,-299,-1
Passaic County NJ,34031,04/23/20,-1598,-745,-423,-205,111
Putnam County NY,36079,04/23/20,-476,-229,-157,-109,-36
Rockland County NY,36087,04/23/20,-1891,-1445,-1131,-753,-331
Kings County NY,36047,04/24/20,-13109,-7078,-4355,-3097,-1186
Queens County NY,36081,04/24/20,-13186,-7827,-5752,-4121,-1366
New York County NY,36061,04/24/20,-7194,-3611,-1916,-339,1452
Bronx County NY,36005,04/24/20,-7378,-4564,-2785,-1788,-235
Richmond County NY,36085,04/24/20,-2446,-1406,-882,-402,10
Westchester County NY,36119,04/24/20,-4623,-3461,-2429,-1543,-442
Bergen County NJ,34003,04/24/20,-4793,-2788,-1601,-741,-114
Hudson County NJ,34017,04/24/20,-1998,-1110,-606,-367,-31
Passaic County NJ,34031,04/24/20,-1840,-870,-505,-247,119
Putnam County NY,36079,04/24/20,-517,-257,-181,-132,-40
Rockland County NY,36087,04/24/20,-1970,-1530,-1202,-812,-330
Kings County NY,36047,04/25/20,-13704,-7564,-4872,-3382,-1325
Queens County NY,36081,04/25/20,-13733,-8568,-6230,-4476,-1396
New York County NY,36061,04/25/20,-7788,-4093,-2358,-632,1362
Bronx County NY,36005,04/25/20,-7816,-4979,-3136,-2010,-274
Richmond County NY,36085,04/25/20,-2623,-1567,-1013,-482,-17
Westchester County NY,36119,04/25/20,-4990,-3639,-2533,-1657,-489
Bergen County NJ,34003,04/25/20,-5159,-3089,-1816,-864,-157
Hudson County NJ,34017,04/25/20,-2230,-1285,-721,-452,-69
Passaic County NJ,34031,04/25/20,-2031,-1018,-629,-286,115
Putnam County NY,36079,04/25/20,-536,-282,-209,-144,-45
Rockland County NY,36087,04/25/20,-2064,-1601,-1277,-872,-314
Kings County NY,36047,04/26/20,-14148,-7998,-5431,-3693,-1501
Queens County NY,36081,04/26/20,-14269,-9258,-6704,-4830,-1459
New York County NY,36061,04/26/20,-8333,-4478,-2810,-872,1311
Bronx County NY,36005,04/26/20,-8069,-5380,-3383,-2241,-326
Richmond County NY,36085,04/26/20,-2770,-1733,-1104,-602,-51
Westchester County NY,36119,04/26/20,-5199,-3810,-2692,-1718,-460
Bergen County NJ,34003,04/26/20,-5454,-3397,-2057,-991,-209
Hudson County NJ,34017,04/26/20,-2480,-1481,-848,-553,-98
Passaic County NJ,34031,04/26/20,-2221,-1162,-735,-361,94
Putnam County NY,36079,04/26/20,-560,-311,-231,-162,-44
Rockland County NY,36087,04/26/20,-2148,-1659,-1345,-928,-318
Kings County NY,36047,04/27/20,-14362,-8569,-5860,-3951,-1633
Queens County NY,36081,04/27/20,-14536,-9881,-7114,-5173,-1501
New York County NY,36061,04/27/20,-8782,-4899,-3107,-1111,1284
Bronx County NY,36005,04/27/20,-8365,-5704,-3663,-2464,-400
Richmond County NY,36085,04/27/20,-2886,-1868,-1238,-689,-97
Westchester County NY,36119,04/27/20,-5321,-4015,-2880,-1837,-465
Bergen County NJ,34003,04/27/20,-5642,-3699,-2289,-1154,-273
