county,id,day_to_overload
Kings County NY,36047,10
Queens County NY,36081,6
New York County NY,36061,18
Bronx County NY,36005,12
Richmond County NY,36085,10
Westchester County NY,36119,12
Bergen County NJ,34003,12
Hudson County NJ,34017,10
Passaic County NJ,34031,10
Putnam County NY,36079,12
Rockland County NY,36087,0
