county,id,day_to_overload
Kings County NY,36047,9
Queens County NY,36081,5
New York County NY,36061,16
Bronx County NY,36005,10
Richmond County NY,36085,8
Westchester County NY,36119,10
Bergen County NJ,34003,11
Hudson County NJ,34017,9
Passaic County NJ,34031,9
Putnam County NY,36079,11
Rockland County NY,36087,0
