county,id,date,2.5pctl,25pctl,50pctl,75pctl,97.5pctl
Westchester County NY,36119,05/22/20,-51,136,217,309,394
Bergen County NJ,34003,05/22/20,-276,-4,152,250,324
Hudson County NJ,34017,05/22/20,-179,-21,32,68,111
Passaic County NJ,34031,05/22/20,-137,14,67,101,131
Putnam County NY,36079,05/22/20,-30,-2,12,20,30
Rockland County NY,36087,05/22/20,-216,-124,-70,-27,13
Kings County NY,36047,05/23/20,-851,-108,89,231,399
Queens County NY,36081,05/23/20,-1169,-555,-239,-80,180
New York County NY,36061,05/23/20,884,1333,1557,1668,1841
Bronx County NY,36005,05/23/20,-313,103,246,387,520
Richmond County NY,36085,05/23/20,-49,37,100,133,188
Westchester County NY,36119,05/23/20,-17,152,227,316,393
Bergen County NJ,34003,05/23/20,-242,26,169,258,329
Hudson County NJ,34017,05/23/20,-161,-10,38,73,112
Passaic County NJ,34031,05/23/20,-124,25,73,104,133
Putnam County NY,36079,05/23/20,-27,1,13,22,31
Rockland County NY,36087,05/23/20,-196,-110,-61,-23,13
