county,id,date,2.5pctl,25pctl,50pctl,75pctl,97.5pctl
Kings County NY,36047,03/31/20,80,137,165,191,223
Queens County NY,36081,03/31/20,-65,-11,16,38,75
New York County NY,36061,03/31/20,574,629,658,678,714
Bronx County NY,36005,03/31/20,88,135,156,184,213
Richmond County NY,36085,03/31/20,-10,34,56,72,91
Westchester County NY,36119,03/31/20,-108,-29,7,43,101
Bergen County NJ,34003,03/31/20,35,75,96,111,130
Hudson County NJ,34017,03/31/20,38,60,69,75,82
Passaic County NJ,34031,03/31/20,20,46,60,69,79
Putnam County NY,36079,03/31/20,-9,2,6,8,8
Rockland County NY,36087,03/31/20,-68,-33,-14,1,23
Kings County NY,36047,04/01/20,53,112,143,171,206
Queens County NY,36081,04/01/20,-98,-38,-8,18,60
New York County NY,36061,04/01/20,548,607,638,660,701
Bronx County NY,36005,04/01/20,63,114,137,167,200
Richmond County NY,36085,04/01/20,-26,22,46,64,86
Westchester County NY,36119,04/01/20,-120,-40,-3,34,94
Bergen County NJ,34003,04/01/20,24,65,88,105,127
Hudson County NJ,34017,04/01/20,31,54,64,72,81
Passaic County NJ,34031,04/01/20,9,39,55,65,77
Putnam County NY,36079,04/01/20,-13,1,5,8,8
Rockland County NY,36087,04/01/20,-86,-45,-23,-7,19
Kings County NY,36047,04/02/20,19,84,117,148,189
Queens County NY,36081,04/02/20,-135,-70,-38,-8,41
New York County NY,36061,04/02/20,515,580,612,636,684
Bronx County NY,36005,04/02/20,33,87,113,147,186
Richmond County NY,36085,04/02/20,-44,8,34,54,79
Westchester County NY,36119,04/02/20,-138,-54,-16,23,84
Bergen County NJ,34003,04/02/20,11,54,78,97,122
Hudson County NJ,34017,04/02/20,20,47,58,68,79
Passaic County NJ,34031,04/02/20,-3,30,48,60,74
Putnam County NY,36079,04/02/20,-17,-1,3,7,8
Rockland County NY,36087,04/02/20,-103,-59,-35,-17,12
Kings County NY,36047,04/03/20,-20,50,86,120,169
Queens County NY,36081,04/03/20,-180,-109,-74,-41,15
New York County NY,36061,04/03/20,476,547,583,609,663
Bronx County NY,36005,04/03/20,-1,56,85,121,167
Richmond County NY,36085,04/03/20,-64,-8,19,42,71
Westchester County NY,36119,04/03/20,-159,-71,-32,9,73
Bergen County NJ,34003,04/03/20,-5,41,67,89,116
Hudson County NJ,34017,04/03/20,6,37,50,62,76
Passaic County NJ,34031,04/03/20,-17,19,40,53,71
Putnam County NY,36079,04/03/20,-21,-3,1,6,8
Rockland County NY,36087,04/03/20,-124,-77,-51,-30,4
Kings County NY,36047,04/04/20,-67,10,50,87,141
Queens County NY,36081,04/04/20,-235,-157,-117,-80,-20
New York County NY,36061,04/04/20,429,507,547,576,639
Bronx County NY,36005,04/04/20,-48,20,53,91,142
Richmond County NY,36085,04/04/20,-88,-27,1,27,61
Westchester County NY,36119,04/04/20,-181,-91,-50,-8,59
Bergen County NJ,34003,04/04/20,-25,26,53,78,109
Hudson County NJ,34017,04/04/20,-9,25,40,54,72
Passaic County NJ,34031,04/04/20,-34,5,29,44,66
Putnam County NY,36079,04/04/20,-26,-6,-1,5,8
Rockland County NY,36087,04/04/20,-150,-100,-71,-47,-8
Kings County NY,36047,04/05/20,-124,-37,7,47,110
Queens County NY,36081,04/05/20,-301,-213,-169,-129,-60
New York County NY,36061,04/05/20,376,460,504,537,605
Bronx County NY,36005,04/05/20,-101,-24,12,52,113
Richmond County NY,36085,04/05/20,-114,-49,-19,9,49
Westchester County NY,36119,04/05/20,-207,-116,-72,-29,41
Bergen County NJ,34003,04/05/20,-48,7,36,63,99
Hudson County NJ,34017,04/05/20,-28,10,28,44,65
Passaic County NJ,34031,04/05/20,-54,-11,14,32,59
Putnam County NY,36079,04/05/20,-32,-9,-3,4,8
Rockland County NY,36087,04/05/20,-181,-126,-95,-67,-25
Kings County NY,36047,04/06/20,-186,-91,-43,1,73
Queens County NY,36081,04/06/20,-378,-280,-231,-186,-108
New York County NY,36061,04/06/20,315,406,454,491,568
Bronx County NY,36005,04/06/20,-158,-73,-33,9,79
Richmond County NY,36085,04/06/20,-143,-74,-42,-11,34
Westchester County NY,36119,04/06/20,-238,-145,-100,-54,22
Bergen County NJ,34003,04/06/20,-77,-16,15,45,87
Hudson County NJ,34017,04/06/20,-52,-9,11,30,56
Passaic County NJ,34031,04/06/20,-79,-31,-4,17,47
Putnam County NY,36079,04/06/20,-38,-13,-6,2,8
Rockland County NY,36087,04/06/20,-218,-158,-123,-93,-44
Kings County NY,36047,04/07/20,-258,-155,-101,-54,33
Queens County NY,36081,04/07/20,-473,-361,-306,-254,-161
New York County NY,36061,04/07/20,241,339,394,436,522
Bronx County NY,36005,04/07/20,-229,-133,-90,-41,39
Richmond County NY,36085,04/07/20,-177,-103,-66,-32,18
Westchester County NY,36119,04/07/20,-283,-181,-134,-84,-5
Bergen County NJ,34003,04/07/20,-113,-48,-11,22,72
Hudson County NJ,34017,04/07/20,-79,-32,-9,13,44
Passaic County NJ,34031,04/07/20,-107,-56,-26,-2,36
Putnam County NY,36079,04/07/20,-44,-17,-9,0,8
Rockland County NY,36087,04/07/20,-264,-195,-158,-122,-69
Kings County NY,36047,04/08/20,-351,-231,-167,-114,-16
Queens County NY,36081,04/08/20,-592,-454,-389,-331,-222
New York County NY,36061,04/08/20,152,261,324,371,468
Bronx County NY,36005,04/08/20,-317,-203,-154,-99,-8
Richmond County NY,36085,04/08/20,-213,-133,-94,-57,-1
Westchester County NY,36119,04/08/20,-338,-227,-172,-117,-31
Bergen County NJ,34003,04/08/20,-158,-87,-46,-9,49
Hudson County NJ,34017,04/08/20,-114,-60,-34,-7,30
Passaic County NJ,34031,04/08/20,-144,-86,-52,-25,21
